,Q2A,Q4A,Q7A,Q9A,Q15A,Q19A,Q20A,Q21A,Q22A,Q23A,Q24A,Q25A,Q26A,Q27A,Q28A,Q29A,Q30A,Q36A,Q40A,Q41A,Q42A,scores
8624,3,3,3,3,2,2,3,3,3,2,2,3,3,2,2,4,2,2,2,3,4,56
8625,3,1,3,3,1,3,4,3,2,1,3,3,4,4,4,2,2,2,4,2,1,55
8626,1,1,2,2,1,1,2,1,1,1,2,2,2,2,1,2,3,2,2,2,1,34
8627,3,2,2,3,3,2,4,3,2,2,3,2,2,2,3,2,3,4,3,2,2,54
8628,1,1,1,1,1,1,2,2,2,3,2,1,2,1,2,3,1,2,2,1,1,33
8629,4,3,4,4,4,4,4,4,4,3,3,4,4,4,4,3,4,4,3,4,3,78
8630,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,24
8631,1,1,2,4,1,1,3,2,1,1,1,3,1,3,1,1,4,3,4,1,2,41
8632,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,23
8633,3,2,4,4,2,3,4,4,4,2,4,4,4,4,4,4,4,4,4,3,4,75
8634,2,2,2,3,3,2,4,4,3,2,4,2,2,4,3,4,3,4,4,2,3,62
8635,4,1,4,4,1,4,4,1,4,2,1,4,4,1,1,3,1,2,4,4,4,58
8636,4,1,1,3,1,2,3,2,2,1,3,1,3,2,2,2,3,3,3,2,3,47
8637,1,1,1,2,1,1,1,3,1,1,2,1,1,2,1,4,1,1,3,1,1,31
8638,1,1,1,1,1,1,1,1,2,1,2,2,2,2,3,2,1,2,1,1,2,31
8639,4,2,2,2,1,1,2,2,2,1,2,2,2,2,1,2,1,2,1,3,2,39
8640,1,1,3,2,1,2,2,3,2,1,1,4,2,2,2,2,4,2,4,3,2,46
8641,4,3,4,4,3,4,4,3,2,2,3,4,4,3,3,3,4,3,4,4,3,71
8642,3,4,4,3,2,3,2,2,2,4,2,4,2,2,3,2,2,2,3,4,2,57
8643,2,2,3,3,2,2,4,4,4,1,3,4,2,3,4,3,2,4,3,2,3,60
8644,4,4,1,4,4,3,1,4,2,1,2,2,4,4,1,2,3,4,4,4,2,60
8645,1,2,1,2,1,1,1,2,2,1,2,2,3,2,1,2,2,2,1,2,1,34
8646,2,2,2,2,2,2,4,2,1,1,3,2,3,3,2,3,1,2,2,1,3,45
8647,2,1,1,2,1,4,1,1,1,1,3,1,1,2,1,2,3,1,2,2,2,35
8648,2,2,2,2,1,2,2,2,2,1,2,2,3,3,2,3,3,2,3,3,3,47
8649,4,4,4,4,4,4,4,3,4,1,2,4,4,4,4,2,4,4,2,4,2,72
8650,1,1,1,1,1,2,1,1,2,1,3,1,2,1,1,3,1,1,1,1,1,28
8651,3,2,2,2,1,1,2,1,3,1,3,2,1,2,1,2,1,2,2,3,2,39
8652,1,2,1,3,1,4,2,1,2,1,3,4,3,3,1,3,3,1,4,2,4,49
8653,2,2,1,3,2,3,2,2,2,1,2,3,2,2,1,1,3,2,2,3,2,43
8654,3,2,2,3,1,1,2,2,3,1,2,1,3,2,3,2,2,3,4,1,2,45
8655,2,1,2,1,1,1,1,1,2,1,1,2,2,4,1,1,4,2,1,1,4,36
8656,2,3,1,3,1,1,3,4,2,3,3,3,3,2,1,4,1,3,1,1,2,47
8657,2,1,2,4,3,2,2,1,4,1,3,1,3,3,1,4,1,2,2,2,2,46
8658,1,1,1,1,1,1,1,2,1,1,2,1,2,2,1,1,1,2,1,1,2,27
8659,2,2,1,1,2,1,1,4,2,1,2,3,1,1,2,4,1,2,3,1,4,41
8660,4,4,3,2,3,4,3,3,2,1,2,2,2,4,1,4,4,2,3,1,3,57
8661,1,2,1,2,2,1,4,1,2,1,1,4,2,4,2,1,2,2,4,1,2,42
8662,3,3,3,3,2,2,3,2,2,2,2,3,3,4,4,4,3,2,4,3,4,61
8663,2,3,2,2,2,1,4,1,2,1,2,2,2,3,1,3,4,2,2,2,3,46
8664,3,1,1,3,1,1,2,1,2,1,3,1,1,1,2,1,1,1,2,2,4,35
8665,2,2,2,4,4,4,4,2,3,1,3,3,3,4,4,3,4,4,3,4,4,67
8666,1,4,1,1,3,1,1,2,1,1,2,2,3,1,1,1,3,2,1,2,1,35
8667,4,3,3,4,4,2,4,4,4,4,4,1,4,4,2,4,4,4,4,2,4,73
8668,1,2,1,2,2,1,2,3,2,1,2,2,2,3,2,3,2,2,3,1,3,42
8669,2,2,1,2,1,1,1,1,1,2,2,1,1,3,2,2,1,2,1,2,2,33
8670,1,2,3,4,1,3,2,1,1,1,2,2,1,2,2,1,2,2,2,4,1,40
8671,3,1,4,4,4,3,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,77
8672,3,2,1,2,2,1,3,4,2,2,3,1,4,3,2,3,2,1,3,3,3,50
8673,4,4,4,4,3,4,4,3,3,3,3,4,4,4,4,3,4,3,4,3,3,75
8674,1,3,1,3,1,1,2,1,4,2,4,2,2,4,1,3,1,1,2,1,1,41
8675,2,1,3,3,1,2,4,1,2,1,2,2,2,2,2,4,1,3,3,1,3,45
8676,4,2,4,3,2,4,4,2,2,4,3,4,4,3,3,4,4,4,4,4,2,70
8677,4,1,3,4,1,1,4,2,2,2,2,2,2,3,2,3,2,4,3,3,3,53
8678,4,1,2,4,1,4,1,1,4,1,4,3,3,4,4,4,2,2,3,4,4,60
8679,4,1,1,4,1,2,4,2,1,1,1,1,1,2,1,2,4,1,3,1,4,42
8680,3,1,4,2,2,4,2,2,4,1,2,2,3,1,2,4,2,2,4,1,2,50
8681,2,1,1,2,2,4,1,1,2,1,2,2,1,3,2,2,1,3,3,1,3,40
8682,4,2,2,3,1,3,1,2,3,1,2,2,3,4,2,3,2,1,1,3,2,47
8683,1,2,1,3,1,2,3,1,2,2,3,2,2,2,1,3,3,2,2,2,3,43
8684,1,1,1,2,1,1,1,2,2,1,1,1,2,3,2,2,2,1,3,1,2,33
8685,2,1,1,2,1,1,1,2,2,1,1,1,2,4,2,3,2,1,2,2,3,37
8686,1,2,2,2,2,1,2,2,2,1,2,2,4,2,2,2,4,2,3,2,2,44
8687,3,3,3,3,2,4,3,2,1,1,2,3,3,3,3,2,2,2,3,2,3,53
8688,1,1,1,3,1,2,1,1,2,1,2,1,2,3,2,2,3,2,3,2,2,38
8689,1,2,4,2,2,2,2,4,2,1,2,2,4,4,2,4,4,2,4,4,4,58
8690,3,1,1,2,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,1,2,29
8691,1,1,2,2,2,1,3,2,2,1,1,2,4,2,2,3,3,3,3,1,3,44
8692,1,1,2,2,1,1,2,1,1,1,2,3,3,1,2,4,2,1,4,2,1,38
8693,3,4,2,4,2,1,4,1,3,1,3,1,4,3,4,3,4,4,4,2,3,60
8694,1,1,1,4,2,3,1,3,1,1,1,1,2,1,1,1,1,4,1,1,4,36
8695,1,1,1,2,1,1,4,1,1,1,1,2,1,1,2,1,1,1,2,1,2,29
8696,2,1,1,2,1,1,1,1,1,1,2,1,1,2,1,2,2,2,2,2,1,30
8697,1,1,2,2,2,3,1,2,2,1,2,1,1,3,2,3,2,2,1,1,2,37
8698,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,1,1,26
8699,2,3,2,3,1,4,1,1,3,1,2,4,2,3,2,4,2,1,4,1,2,48
8700,4,1,2,4,4,2,4,2,4,2,4,2,4,4,4,4,4,4,4,2,4,69
8701,1,1,1,2,2,4,1,2,1,1,2,2,3,1,1,2,2,1,2,1,1,34
8702,4,1,3,4,1,1,1,2,1,2,1,1,1,1,1,2,4,1,2,3,1,38
8703,2,2,3,3,1,1,3,1,2,2,1,1,2,1,1,2,1,2,2,3,1,37
8704,4,2,2,4,2,2,4,4,3,1,3,2,3,4,2,3,4,4,4,2,2,61
8705,1,1,2,3,1,2,3,2,3,1,2,2,2,3,1,2,2,3,2,2,2,42
8706,3,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,2,3,1,1,2,30
8707,4,2,3,2,4,1,4,4,4,4,4,4,4,4,2,2,2,4,1,2,4,65
8708,3,4,4,4,1,4,4,2,3,1,2,1,4,3,2,4,4,2,4,4,2,62
8709,2,1,3,4,2,1,3,3,2,2,2,3,3,3,3,3,3,4,2,3,2,54
8710,3,3,4,3,3,3,3,4,2,2,4,3,4,2,3,2,2,2,3,2,4,61
8711,1,4,4,4,2,4,4,2,4,2,2,2,2,4,4,4,4,4,4,4,2,67
8712,1,1,1,2,1,2,1,1,1,2,1,1,1,1,2,1,1,1,2,2,1,27
8713,3,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,2,2,2,2,30
8714,2,1,2,4,1,1,1,4,2,1,1,2,4,3,2,3,2,4,4,3,3,50
8715,4,2,4,2,4,1,1,1,2,1,1,2,4,3,4,2,4,4,3,2,2,53
8716,4,1,1,4,1,1,2,1,2,1,2,1,4,4,2,2,1,4,4,1,2,45
8717,4,1,1,2,1,1,4,1,1,1,1,1,3,1,1,3,4,1,1,1,2,36
8718,4,1,1,4,2,2,3,1,1,1,1,4,1,1,1,2,2,1,4,2,1,40
8719,1,2,1,3,4,1,2,1,1,1,1,1,2,4,1,3,2,1,3,1,2,38
8720,1,2,2,3,3,1,3,3,3,2,3,3,3,4,3,3,1,2,3,2,4,54
8721,1,2,1,2,1,1,2,3,1,1,1,1,3,2,1,2,2,2,3,1,1,34
8722,2,1,2,2,1,1,3,2,1,1,1,1,2,2,1,1,2,3,1,1,1,32
8723,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,23
8724,4,2,1,2,2,1,1,1,2,1,1,2,2,2,1,1,1,2,2,1,3,35
8725,1,2,1,3,1,2,3,3,3,2,3,4,4,4,1,4,4,4,4,1,4,58
8726,3,1,1,2,1,1,2,1,1,1,2,2,2,3,2,3,3,1,4,1,4,41
8727,2,2,2,4,4,3,4,4,4,1,4,3,4,4,4,4,4,4,4,2,3,70
8728,1,1,1,4,1,1,4,3,2,1,3,1,3,3,3,2,3,3,4,1,3,48
8729,1,1,2,1,1,1,1,2,2,1,2,1,3,2,2,2,1,1,1,2,1,31
8730,3,1,2,3,3,2,2,2,2,1,1,2,2,1,2,2,3,2,2,2,2,42
8731,3,3,3,3,1,3,3,3,3,3,4,2,3,4,3,4,3,4,3,2,3,63
8732,3,2,2,1,1,2,2,1,1,2,1,2,1,1,1,1,2,1,2,1,1,31
8733,3,2,2,4,3,4,2,4,4,2,4,3,3,4,2,4,3,3,4,2,4,66
8734,1,1,1,4,2,1,4,1,1,3,3,2,2,1,1,3,4,1,4,1,2,43
8735,3,4,1,2,3,2,3,1,4,2,4,3,3,1,2,4,2,2,2,2,1,51
8736,1,2,3,3,3,1,3,2,3,1,2,3,4,3,2,2,3,4,3,2,2,52
8737,1,1,2,2,2,1,1,1,2,1,2,2,4,2,1,1,2,1,1,1,4,35
8738,2,1,1,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,1,1,1,29
8739,2,2,2,4,1,2,2,2,2,2,2,2,1,3,2,2,3,2,3,1,2,44
8740,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,3,2,1,28
8741,4,1,1,4,1,1,3,3,2,1,4,1,3,3,1,2,3,2,3,2,1,46
8742,2,1,1,2,1,1,2,1,1,1,1,2,2,2,1,2,2,3,2,2,3,35
8743,4,3,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,81
8744,3,2,1,2,2,1,2,2,2,1,1,3,2,3,2,2,3,2,3,1,2,42
8745,4,2,2,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,1,2,32
8746,4,4,4,4,4,2,4,4,2,3,4,4,4,4,4,4,4,4,4,4,4,79
8747,4,1,2,3,2,2,3,4,2,1,3,1,2,3,2,4,3,4,4,2,4,56
8748,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,3,2,2,2,39
8749,2,2,1,2,2,2,3,4,3,3,3,3,4,2,3,3,3,3,2,3,3,56
8750,2,1,1,3,1,1,2,1,2,1,2,2,2,1,1,3,1,1,3,2,3,36
8751,1,1,2,2,1,1,2,2,2,2,1,1,1,2,1,2,1,2,2,2,1,32
8752,3,4,3,3,3,3,3,1,2,4,3,3,2,1,3,2,3,2,2,3,3,56
8753,1,1,1,3,1,1,2,1,2,1,2,1,2,2,1,3,1,2,1,1,2,32
8754,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,38
8755,2,1,2,3,1,4,4,2,2,1,3,1,2,3,3,2,2,3,4,1,2,48
8756,2,1,1,2,1,1,1,1,2,1,1,1,1,2,2,2,3,2,2,1,2,32
8757,2,1,1,3,2,3,1,2,2,1,2,1,2,2,2,3,2,2,2,1,1,38
8758,1,1,2,2,1,3,1,1,3,1,1,2,2,3,1,2,1,1,1,1,1,32
8759,3,1,1,3,3,1,3,3,3,2,3,3,3,3,3,3,2,3,3,1,3,53
8760,2,1,1,2,1,1,2,1,1,1,2,1,2,1,2,1,1,1,2,3,2,31
8761,4,1,4,2,2,2,4,4,4,4,4,2,4,4,4,4,2,4,2,2,4,67
8762,1,1,1,1,1,2,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,25
8763,1,2,1,3,1,4,2,2,2,1,2,1,1,1,3,2,1,2,3,1,3,39
8764,2,1,1,4,1,1,2,1,3,2,1,1,1,2,1,1,2,4,2,1,1,35
8765,1,1,1,3,2,1,4,4,4,2,4,1,4,4,1,2,4,4,3,1,3,54
8766,1,2,1,2,2,1,1,2,2,1,1,2,2,1,2,2,2,2,2,1,2,34
8767,4,3,4,2,2,1,3,2,2,1,3,2,3,4,4,1,4,4,3,2,4,58
8768,2,1,2,4,1,1,2,1,2,1,2,1,3,2,1,2,4,2,2,2,2,40
8769,2,2,1,4,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,2,30
8770,3,1,2,3,1,1,4,4,1,1,4,1,2,2,3,3,1,4,4,2,4,51
8771,1,1,1,2,1,1,3,2,2,1,1,1,4,1,1,2,1,1,2,1,1,31
8772,3,3,3,2,2,2,3,2,2,2,3,3,2,3,3,3,2,3,3,3,3,55
8773,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,23
8774,1,1,4,2,1,2,4,3,2,1,4,4,2,3,1,4,2,3,4,2,3,53
8775,4,2,1,4,2,3,3,4,3,1,2,1,3,4,4,3,4,3,3,1,3,58
8776,1,1,1,1,1,1,2,2,2,1,2,1,1,1,1,2,2,2,3,1,2,31
8777,2,2,2,2,1,1,2,1,2,1,1,2,2,2,2,3,2,1,2,1,1,35
8778,1,1,2,3,2,3,2,1,1,2,2,3,2,2,3,2,2,2,3,2,2,43
8779,2,1,2,2,1,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,41
8780,4,2,2,4,1,1,4,4,3,3,2,1,3,2,2,2,2,4,2,2,2,52
8781,3,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,81
8782,4,2,1,1,1,1,1,2,2,2,2,1,2,2,1,2,1,1,1,1,2,33
8783,2,4,3,3,1,1,4,1,3,1,2,3,4,4,3,4,3,4,4,1,3,58
8784,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,24
8785,4,1,1,3,1,1,1,1,2,1,1,2,2,2,2,2,2,1,2,1,1,34
8786,2,3,1,2,1,3,1,1,2,1,1,2,1,2,1,2,2,1,2,1,2,34
8787,3,3,3,4,3,2,3,3,3,3,2,3,3,4,4,3,3,4,4,3,3,66
8788,3,1,1,1,2,1,2,1,1,1,1,1,1,2,1,2,2,2,2,1,1,30
8789,3,1,2,3,2,3,3,4,2,2,3,3,4,2,3,4,1,4,3,2,3,57
8790,2,3,1,2,1,3,2,1,2,1,3,1,2,2,2,2,3,2,3,2,2,42
8791,4,2,3,4,4,2,4,2,2,3,3,3,2,2,3,2,3,4,4,2,2,60
8792,3,2,3,2,2,2,4,1,3,2,4,4,3,2,3,3,4,3,4,2,2,58
8793,2,2,3,3,3,3,3,4,3,3,4,3,3,4,3,2,3,3,4,2,3,63
8794,2,1,2,4,1,2,1,1,2,1,1,2,2,1,1,2,1,2,2,2,4,37
8795,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,83
8796,1,1,2,2,1,3,1,1,2,2,2,2,1,1,1,2,3,1,1,2,2,34
8797,4,4,4,2,2,4,4,2,2,2,3,4,4,2,2,4,4,4,4,2,4,67
8798,4,1,1,1,2,1,2,1,1,1,2,4,1,4,3,2,2,2,1,2,4,42
8799,4,2,2,4,3,4,4,4,4,1,2,4,4,4,2,2,4,4,4,1,2,65
8800,1,1,1,1,1,1,1,1,2,1,1,1,2,3,1,1,1,1,3,1,2,28
8801,1,2,2,4,3,3,4,3,3,2,4,3,4,4,4,4,2,4,4,2,3,65
8802,2,1,2,4,1,1,2,4,2,2,4,3,4,3,2,1,4,4,4,2,1,53
8803,1,1,2,1,1,1,1,1,3,1,1,1,2,4,2,4,1,1,4,1,3,37
8804,4,1,1,3,1,2,1,3,2,1,2,1,3,4,1,2,1,1,3,1,2,40
8805,2,1,1,3,2,2,2,3,2,1,4,1,4,2,2,2,2,2,3,1,3,45
8806,4,4,4,4,4,4,4,2,3,3,2,4,3,2,4,4,3,4,3,4,3,72
8807,1,2,2,2,1,1,4,2,3,1,2,3,4,2,3,2,4,4,4,2,4,53
8808,2,1,1,2,1,2,2,4,3,1,2,1,4,2,2,2,4,3,3,4,4,50
8809,2,4,4,4,3,3,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,78
8810,2,3,1,4,3,1,4,3,2,1,1,2,2,3,4,3,2,2,4,4,2,53
8811,3,3,3,4,4,3,4,3,3,3,3,3,3,4,2,3,4,4,4,2,4,69
8812,2,1,1,4,1,1,4,2,4,1,3,1,4,2,4,4,4,4,4,1,4,56
8813,2,2,2,3,2,2,4,4,3,2,2,4,2,4,3,4,3,4,4,3,3,62
8814,2,2,2,2,1,1,1,1,1,1,4,1,4,2,1,2,1,1,1,1,4,36
8815,1,3,2,3,1,2,1,1,1,1,2,4,4,2,1,3,2,1,4,1,2,42
8816,4,2,2,4,2,4,4,4,4,2,4,4,4,2,4,4,4,2,4,4,2,70
8817,1,2,1,2,1,1,3,2,2,1,2,2,2,2,1,2,2,2,4,1,2,38
8818,1,1,2,1,1,3,1,2,2,1,4,1,4,1,1,1,1,1,1,1,4,35
8819,4,1,2,1,1,1,1,1,1,1,1,3,1,2,1,2,3,1,3,3,2,36
8820,4,4,3,4,1,4,4,1,2,4,2,4,4,4,4,2,4,4,4,4,4,71
8821,2,3,2,2,1,1,2,1,1,2,1,2,2,1,2,2,2,2,2,1,1,35
8822,1,2,4,2,1,2,4,2,2,1,2,2,3,2,4,4,2,2,3,3,2,50
8823,2,1,2,2,1,1,1,2,2,1,2,2,2,4,1,2,2,1,4,2,1,38
8824,2,3,2,3,2,1,2,1,4,2,2,4,3,3,4,3,1,3,4,2,1,52
8825,4,3,4,3,2,3,2,3,3,3,3,1,4,4,2,3,3,2,2,4,3,61
8826,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,27
8827,3,3,3,2,1,3,3,2,2,1,2,3,2,3,3,4,2,2,3,3,4,54
8828,2,3,2,4,2,2,3,2,2,2,2,1,3,4,4,4,2,4,4,2,2,56
8829,1,2,2,4,3,1,3,4,3,2,4,1,3,3,3,3,2,2,3,1,4,54
8830,3,3,1,2,1,2,3,2,3,2,3,1,4,4,1,3,1,3,2,1,4,49
8831,2,1,3,3,1,1,1,2,2,2,2,1,2,3,2,4,1,4,4,2,3,46
8832,3,2,2,1,1,1,3,1,1,2,1,2,3,1,2,2,1,1,3,1,2,36
8833,4,1,1,1,1,1,2,3,3,1,2,1,4,4,1,4,3,2,2,1,4,46
8834,2,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,25
8835,4,3,3,3,3,2,3,4,2,2,2,3,4,4,3,3,3,4,3,2,2,62
8836,1,1,1,1,1,1,1,2,2,1,3,1,3,3,1,1,1,1,2,1,3,32
8837,1,1,4,2,1,1,2,1,3,1,3,1,2,3,2,2,1,2,4,1,4,42
8838,1,1,2,4,1,2,3,3,2,1,2,1,3,2,3,3,3,3,3,2,3,48
8839,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22
8840,1,2,1,2,1,1,4,3,1,1,2,1,1,2,1,2,3,2,1,1,2,35
8841,1,1,1,3,1,2,2,1,1,1,3,3,1,3,1,1,2,3,3,1,2,37
8842,4,4,3,4,2,3,4,3,4,2,4,4,3,4,4,4,4,3,3,3,3,72
8843,2,3,2,4,3,2,4,2,2,1,3,2,2,4,3,3,4,4,3,2,2,57
8844,4,2,3,4,2,3,2,3,4,3,2,3,3,4,4,4,4,3,4,2,3,66
8845,1,3,2,3,2,2,2,2,1,2,3,4,2,1,2,2,1,2,3,1,2,43
8846,3,3,2,3,2,2,2,1,1,3,3,4,1,2,2,2,1,1,2,2,2,44
8847,2,3,3,4,4,1,2,2,2,1,2,3,4,2,2,4,2,3,2,2,2,52
8848,1,1,4,3,2,2,3,3,2,1,3,4,4,3,4,2,4,4,4,4,4,62
8849,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,2,2,1,2,2,31
8850,1,1,3,4,1,3,4,4,3,1,2,3,4,4,4,4,2,4,4,2,4,62
8851,4,4,2,3,3,3,4,2,3,2,3,3,4,2,3,4,4,4,4,2,3,66
8852,1,2,1,2,1,1,2,2,1,2,2,2,1,1,2,2,2,2,2,2,1,34
8853,2,2,3,4,3,1,2,1,2,1,2,2,2,1,3,1,2,4,4,3,1,46
8854,3,1,2,1,3,2,4,4,4,1,4,1,4,2,1,3,1,4,4,1,3,53
8855,4,2,3,1,1,1,2,2,1,1,1,2,2,1,2,2,1,1,2,2,3,37
8856,3,2,1,3,2,4,2,4,3,1,3,1,4,1,2,3,2,3,1,1,4,50
8857,4,3,4,4,2,2,4,3,2,2,3,3,3,4,3,4,4,3,4,4,4,69
8858,2,1,1,1,1,1,2,1,1,1,2,1,1,3,1,2,1,1,1,1,2,28
8859,1,4,1,4,1,2,3,1,2,2,1,2,2,1,2,1,2,3,1,3,2,41
8860,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,2,25
8861,3,1,2,4,1,1,1,3,3,1,1,3,4,2,2,4,2,2,3,2,1,46
8862,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21
8863,2,2,2,4,2,2,2,4,2,2,4,2,4,2,2,4,2,2,4,2,2,54
8864,3,1,1,2,2,2,1,4,2,1,4,1,4,3,1,2,3,4,2,1,4,48
8865,1,1,1,2,1,1,1,1,3,1,1,1,3,4,2,2,2,2,1,1,4,36
8866,2,2,1,2,2,1,2,1,1,1,2,1,3,1,2,1,2,2,2,1,3,35
8867,1,3,1,3,1,2,2,3,1,4,2,3,3,4,2,1,1,1,1,1,4,44
8868,1,1,1,2,1,2,3,3,2,1,3,1,2,2,1,2,1,1,4,2,4,40
8869,1,1,1,3,1,3,1,2,1,2,2,2,2,2,1,3,3,1,1,2,3,38
8870,2,1,2,4,1,3,3,1,1,2,1,2,3,4,3,2,2,2,2,2,1,44
8871,1,2,1,2,1,1,3,2,2,2,3,2,2,3,2,3,2,2,1,2,3,42
8872,3,1,4,4,3,3,2,1,2,1,1,4,3,1,1,4,2,3,4,4,4,55
8873,1,1,2,3,1,1,2,1,1,1,2,1,2,2,3,1,3,2,2,2,4,38
8874,1,1,1,4,1,1,1,2,2,1,2,2,2,2,1,2,3,1,4,2,4,40
8875,3,2,2,2,1,2,3,2,2,2,2,3,3,3,2,3,2,2,2,2,3,48
8876,2,1,1,1,1,2,2,1,2,1,1,1,2,1,2,2,2,1,2,2,2,32
8877,1,1,1,2,3,2,2,1,2,1,2,2,2,3,2,3,3,3,3,2,3,44
8878,1,1,1,2,1,1,2,3,2,1,2,1,3,2,2,2,2,1,4,1,4,39
8879,2,1,2,3,2,2,2,2,2,1,2,2,3,2,2,3,3,2,2,2,3,45
8880,1,3,1,2,1,3,2,4,1,1,2,3,4,2,3,4,2,2,4,2,2,49
8881,1,1,1,2,2,1,1,3,2,1,3,1,3,2,2,3,2,2,2,1,3,39
8882,2,2,2,3,1,2,2,4,1,1,2,2,2,2,3,3,3,3,4,1,2,47
8883,4,1,1,4,2,4,4,2,3,1,4,2,4,2,3,2,2,3,4,1,2,55
8884,1,3,1,3,2,1,2,1,3,2,2,1,4,4,4,3,2,2,4,1,2,48
8885,4,2,2,4,1,4,3,2,4,1,3,2,4,4,2,4,3,4,2,2,4,61
8886,2,2,1,3,1,1,3,1,2,1,2,1,3,2,2,2,1,2,4,1,3,40
8887,1,3,1,2,4,3,3,4,2,2,4,1,4,4,2,4,2,4,4,1,4,59
8888,1,1,1,3,1,2,1,1,1,1,1,1,2,2,2,1,2,2,3,1,3,33
8889,2,1,1,3,1,1,2,1,2,1,1,1,2,4,1,4,3,2,3,2,3,41
8890,2,2,4,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,46
8891,3,2,2,3,1,3,1,2,2,2,2,1,2,2,2,3,2,2,4,3,2,46
8892,1,1,1,3,1,2,3,1,3,1,2,1,3,1,1,2,3,1,4,1,4,40
8893,1,1,2,2,1,1,3,4,2,1,2,1,4,2,1,1,2,1,4,1,4,41
8894,4,4,2,4,4,2,4,4,4,1,4,2,4,4,4,4,4,4,2,2,4,71
8895,2,1,1,3,2,1,2,1,3,1,3,2,2,3,1,3,2,2,2,1,3,41
8896,3,1,2,1,1,2,1,1,2,1,1,1,2,3,2,2,1,2,2,2,2,35
8897,2,1,2,4,1,2,4,4,2,1,4,2,2,3,1,2,4,3,4,2,2,52
8898,3,3,4,3,2,3,4,4,4,3,4,4,4,4,4,3,4,3,4,4,4,75
8899,4,3,3,2,4,2,4,4,3,3,4,2,4,4,3,4,4,4,4,3,3,71
8900,4,4,2,2,3,1,2,1,2,1,1,1,4,2,1,2,1,1,4,1,1,41
8901,1,1,1,4,2,1,3,2,2,2,2,2,4,2,2,3,2,2,3,2,2,45
8902,1,2,1,2,1,1,1,1,2,1,1,4,1,1,1,2,2,1,1,1,2,30
8903,2,1,1,3,2,1,2,2,2,1,2,1,4,2,3,3,2,2,3,1,2,42
8904,2,3,2,4,1,2,2,4,1,1,2,3,3,4,3,3,4,2,3,1,2,52
8905,1,1,2,2,2,1,2,1,1,1,1,1,2,4,3,1,3,2,2,2,2,37
8906,2,1,2,3,1,1,4,1,2,1,2,3,1,2,1,3,2,1,2,2,4,41
8907,3,2,2,3,4,3,4,2,3,1,2,2,2,2,1,4,2,3,4,2,4,55
8908,1,2,3,4,2,1,4,4,2,1,2,4,4,4,2,3,2,4,2,3,2,56
8909,3,4,3,4,2,3,4,1,3,4,2,4,2,2,4,3,2,4,4,3,2,63
8910,2,2,1,3,2,2,4,1,2,1,2,2,2,4,2,2,3,2,2,3,2,46
8911,2,1,1,2,1,1,1,1,1,1,2,1,3,1,1,1,1,2,1,1,4,30
8912,1,1,1,1,1,1,2,2,2,1,1,1,2,4,1,3,2,1,3,1,3,35
8913,1,2,2,4,1,2,4,4,2,1,3,2,4,2,4,4,4,3,4,1,4,58
8914,2,1,4,2,4,3,2,2,2,1,3,2,3,2,3,3,1,3,3,1,3,50
8915,2,1,2,3,2,1,2,2,2,1,2,1,2,3,3,3,3,2,3,1,3,44
8916,3,1,1,3,3,1,1,4,2,1,2,2,3,2,1,3,3,2,2,3,2,45
8917,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,3,81
8918,2,2,1,3,1,2,3,1,1,1,1,2,2,2,2,3,2,2,2,2,2,39
