,Q2A,Q4A,Q7A,Q9A,Q15A,Q19A,Q20A,Q21A,Q22A,Q23A,Q24A,Q25A,Q26A,Q27A,Q28A,Q29A,Q30A,Q36A,Q40A,Q41A,Q42A,scores
16267,1,2,1,2,1,2,2,1,1,2,1,1,2,1,1,1,2,2,3,1,2,32
16268,1,4,3,4,4,3,3,4,1,2,3,4,3,3,3,2,1,4,1,2,3,58
16269,2,1,3,2,1,1,1,1,1,1,2,1,2,2,2,3,2,3,4,1,2,38
16270,4,2,4,2,2,3,4,4,2,2,4,3,3,4,2,3,2,3,3,2,2,60
16271,2,1,1,2,1,1,3,1,2,1,3,2,2,2,1,2,2,1,2,2,2,36
16272,1,1,1,2,1,1,1,1,2,1,2,3,1,2,1,2,3,1,2,1,2,32
16273,2,2,2,3,1,1,2,1,2,1,2,2,2,1,1,2,1,2,3,3,2,38
16274,1,1,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,25
16275,2,3,3,4,3,2,4,4,3,2,3,3,4,4,3,4,3,4,4,4,4,70
16276,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,2,28
16277,1,2,1,3,3,1,2,1,4,1,1,1,3,3,1,2,2,2,4,1,2,41
16278,4,1,1,3,1,1,2,2,1,2,3,2,2,2,2,2,2,1,2,1,2,39
16279,2,4,4,4,2,1,4,4,2,3,4,4,4,3,2,4,4,4,4,2,2,67
16280,4,4,3,2,2,4,2,1,2,2,3,1,1,3,4,3,1,2,3,2,2,51
16281,2,2,2,4,2,3,2,1,2,1,1,3,2,3,3,3,2,2,3,2,2,47
16282,1,4,2,2,1,1,3,3,2,1,3,2,3,1,1,2,4,3,3,2,1,45
16283,1,3,1,1,1,1,1,2,2,1,2,4,1,1,2,2,2,2,4,1,4,39
16284,2,1,1,4,2,1,3,3,3,1,4,3,4,2,3,3,4,4,2,1,2,53
16285,1,1,2,2,2,1,1,2,2,1,1,1,3,3,2,2,2,2,2,3,3,39
16286,1,1,1,2,1,2,2,2,2,1,2,1,4,3,1,3,2,1,2,1,2,37
16287,2,1,1,2,1,1,2,1,1,1,2,2,2,1,1,2,2,2,2,1,2,32
16288,1,1,1,2,2,2,1,2,1,2,2,2,2,2,1,2,2,1,2,2,2,35
16289,2,2,1,3,4,2,2,4,3,1,3,2,4,4,2,4,4,2,4,2,4,59
16290,2,1,3,4,1,1,4,4,2,3,2,3,3,4,4,4,4,4,4,2,4,63
16291,4,3,2,4,1,2,4,1,2,1,2,4,4,2,2,4,4,2,3,3,4,58
16292,2,2,2,4,1,2,3,2,3,1,3,2,3,4,1,2,2,3,3,1,4,50
16293,2,2,1,2,2,2,1,1,1,2,1,2,1,1,2,2,1,2,2,1,2,33
16294,4,4,4,4,3,4,4,4,2,4,4,4,4,2,4,4,4,4,4,4,4,79
16295,3,1,3,3,1,3,1,1,1,1,1,2,3,3,1,1,3,1,3,3,2,41
16296,2,1,1,1,1,1,4,3,2,1,3,2,2,2,2,2,2,4,4,1,3,44
16297,3,3,3,3,3,4,3,3,3,2,3,3,4,4,3,4,3,2,4,2,3,65
16298,1,1,1,2,1,1,1,2,2,1,1,1,2,3,2,2,3,2,3,1,3,36
16299,1,1,2,4,1,2,2,4,2,3,4,2,4,4,2,2,2,4,3,2,4,55
16300,2,4,2,4,2,2,2,2,4,4,2,4,2,3,3,4,2,3,4,2,3,60
16301,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,3,1,1,1,2,27
16302,3,1,3,1,1,1,2,4,2,2,3,2,3,3,2,4,2,1,2,2,3,47
16303,2,2,3,4,1,3,4,4,2,2,3,4,3,4,3,3,4,4,4,2,4,65
16304,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,3,2,1,2,1,2,29
16305,4,4,1,1,1,1,2,4,2,1,4,3,3,2,4,2,3,4,1,1,4,52
16306,4,4,4,4,4,4,4,4,3,2,4,4,4,4,4,4,4,4,4,4,4,81
16307,2,1,1,2,1,1,2,2,2,1,2,1,1,2,1,2,3,2,2,1,2,34
16308,2,4,4,3,4,4,4,4,3,2,2,3,3,4,4,3,2,4,4,3,3,69
16309,1,2,1,1,1,1,2,1,2,1,1,2,1,1,1,2,2,1,3,1,2,30
16310,3,1,3,3,1,1,2,2,1,2,2,1,2,4,2,3,2,2,2,1,2,42
16311,4,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,1,2,32
16312,4,2,2,4,3,1,4,2,4,1,4,2,2,4,2,2,2,2,2,2,4,55
16313,1,1,1,2,1,1,2,4,1,1,2,2,1,2,1,2,2,2,1,1,2,33
16314,1,1,1,2,1,1,2,1,1,1,1,1,2,2,1,1,2,2,3,2,2,31
16315,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,23
16316,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,2,1,1,1,1,3,27
16317,2,2,2,3,1,2,2,2,3,2,4,2,3,3,2,3,3,3,2,2,2,50
16318,2,1,1,2,1,1,1,1,1,1,2,1,1,2,2,1,2,1,2,1,2,29
16319,3,1,3,2,3,3,2,2,3,1,3,3,2,4,2,4,3,3,4,2,3,56
16320,3,2,4,2,3,3,3,4,3,2,4,3,4,2,3,3,3,2,4,3,4,64
16321,2,1,1,3,2,2,4,4,3,2,3,2,4,3,2,4,3,4,4,1,4,58
16322,2,2,4,4,1,2,3,2,2,2,2,2,4,4,3,3,4,2,4,3,2,57
16323,4,1,1,2,1,4,2,2,1,1,4,2,2,4,1,2,1,2,2,1,2,42
16324,1,1,1,3,1,2,2,1,1,1,2,1,1,2,2,2,1,2,2,1,1,31
16325,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,3,4,3,4,3,79
16326,1,1,2,4,1,2,1,3,2,1,3,4,3,2,2,2,2,1,2,2,3,44
16327,2,3,2,3,2,3,3,2,2,1,2,2,1,4,3,2,3,2,3,3,2,50
16328,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,24
16329,1,2,3,4,1,1,3,2,2,2,2,3,2,4,2,2,2,1,3,4,4,50
16330,2,3,2,4,1,2,2,1,2,1,1,4,2,4,3,4,4,4,4,2,2,54
16331,2,1,2,2,1,2,2,1,1,2,1,1,2,1,1,1,2,1,2,1,2,31
16332,3,3,2,4,4,2,2,4,3,2,3,3,4,4,2,4,4,3,3,3,3,65
16333,4,2,4,3,4,2,2,3,3,2,2,4,3,3,2,3,3,3,2,2,2,58
16334,1,1,1,2,1,1,2,2,2,1,1,2,3,3,1,2,2,1,2,2,2,35
16335,1,3,3,4,3,1,4,3,3,3,3,3,4,2,3,2,4,4,4,2,4,63
16336,1,2,2,1,1,1,1,1,2,4,1,1,2,2,2,2,2,1,1,2,2,34
16337,1,3,1,3,2,1,3,2,3,1,3,3,2,3,3,3,2,3,3,1,4,50
16338,2,1,2,1,1,1,3,2,2,1,2,2,2,1,1,2,2,2,2,2,2,36
16339,1,1,1,2,1,1,2,1,1,1,1,3,2,1,2,3,3,2,2,2,2,35
16340,1,1,3,4,1,2,4,4,4,2,4,4,3,2,2,3,1,3,3,4,4,59
16341,4,2,4,4,2,1,2,4,4,2,4,4,4,3,4,3,4,1,4,4,4,68
16342,2,2,1,2,1,4,2,3,2,2,2,2,2,2,2,4,2,2,2,2,2,45
16343,3,3,2,3,2,1,4,4,3,2,3,2,3,4,2,4,2,2,4,1,3,57
16344,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,2,1,1,25
16345,3,2,2,4,3,1,3,4,2,2,3,3,4,2,4,3,2,3,4,3,3,60
16346,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,25
16347,1,1,1,1,1,1,2,2,2,1,3,1,1,3,1,1,1,1,1,1,2,29
16348,4,3,4,4,4,3,4,4,4,2,4,3,2,3,4,3,3,4,3,2,3,70
16349,4,2,2,4,1,4,3,2,3,2,4,2,3,2,2,3,4,4,4,3,4,62
16350,2,4,3,4,4,4,3,4,4,3,4,4,4,4,4,3,3,4,4,2,2,73
16351,2,3,3,3,3,3,4,4,4,2,4,3,4,4,3,3,3,4,4,2,4,69
16352,1,2,2,3,2,2,3,2,2,2,1,2,2,2,4,2,2,3,4,2,2,47
16353,1,1,2,4,1,1,4,2,3,1,4,1,4,4,2,4,4,4,4,1,4,56
16354,1,2,2,4,1,3,2,2,2,2,2,3,3,2,3,3,3,4,3,3,3,53
16355,4,4,1,1,1,3,4,4,4,1,4,1,4,4,1,4,4,4,1,1,3,58
16356,3,1,1,3,1,2,2,3,2,1,2,1,3,3,2,2,3,3,2,2,1,43
16357,2,2,1,3,1,2,3,1,2,1,2,4,2,3,2,2,4,2,3,1,2,45
16358,2,2,1,4,2,4,2,1,1,1,1,3,1,2,1,2,3,2,2,1,1,39
16359,3,1,1,4,1,1,4,1,1,1,2,2,1,1,1,3,3,1,3,1,3,39
16360,4,3,2,4,1,4,4,3,3,1,1,1,4,2,2,4,3,4,3,1,1,55
16361,2,1,3,2,1,1,3,1,2,1,2,1,4,3,1,2,3,2,3,1,2,41
16362,4,4,4,4,2,2,4,2,4,4,2,4,4,4,4,4,2,4,4,2,4,72
16363,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,1,1,2,26
16364,3,3,3,4,2,3,4,3,2,2,4,3,4,2,3,4,4,4,3,2,4,66
16365,2,3,1,2,2,2,1,2,1,1,1,2,2,1,2,2,2,2,1,2,3,37
16366,2,4,2,2,2,4,4,2,2,4,4,4,2,2,2,2,4,2,2,2,4,58
16367,2,1,1,4,1,1,4,4,4,1,4,2,4,1,3,4,4,4,4,2,4,59
16368,2,3,2,2,1,3,2,1,2,2,1,3,2,2,3,2,2,2,2,3,2,44
16369,3,1,2,2,1,1,1,1,3,1,2,2,1,1,1,2,2,2,1,1,4,35
16370,4,1,1,2,3,1,2,3,2,1,4,1,3,1,1,1,2,2,4,1,3,43
16371,1,1,1,1,1,1,3,2,1,1,1,2,3,3,2,1,3,2,2,2,2,36
16372,1,1,1,3,1,1,3,2,2,1,2,1,3,2,1,2,4,3,2,1,3,40
16373,4,4,4,4,3,3,4,4,3,3,4,3,3,4,3,4,3,4,3,4,3,74
16374,2,1,1,2,1,2,1,1,1,1,2,1,2,2,1,3,2,2,4,1,1,34
16375,1,1,1,1,1,1,2,2,1,1,2,1,2,2,1,1,2,1,3,1,2,30
16376,2,1,1,2,1,2,1,1,1,1,2,1,1,3,3,2,4,2,2,1,1,35
16377,4,2,3,4,2,3,3,4,3,1,3,2,4,3,2,4,4,4,4,3,3,65
16378,3,3,4,3,4,3,2,3,4,2,2,4,3,4,2,4,4,2,3,4,2,65
16379,3,3,1,3,3,3,3,1,3,3,3,1,3,3,1,3,3,3,3,1,3,53
16380,4,3,3,3,1,1,1,2,3,2,1,2,2,1,3,3,2,3,2,2,3,47
16381,1,1,1,3,1,1,1,2,2,1,1,2,2,3,1,3,2,3,3,1,2,37
16382,1,2,1,4,2,2,4,4,2,1,3,2,3,4,3,2,4,2,3,2,3,54
16383,1,2,2,3,1,2,4,1,3,1,3,2,3,2,2,2,4,3,2,2,2,47
16384,4,2,4,3,2,2,3,2,3,2,3,4,2,3,2,4,2,2,4,2,2,57
16385,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,2,1,3,28
16386,3,1,4,3,4,2,4,4,2,2,2,2,1,4,3,1,1,4,3,1,3,54
16387,3,3,1,3,1,3,2,2,1,1,2,3,2,2,2,2,2,2,3,2,1,43
16388,2,2,1,1,1,1,1,1,1,1,1,1,3,1,2,2,2,2,1,1,1,29
16389,3,2,1,2,2,2,1,1,1,2,2,2,1,2,1,1,3,1,2,1,3,36
16390,2,1,4,3,1,1,2,1,2,1,1,1,3,4,1,2,4,2,3,1,1,41
16391,2,2,2,4,2,1,2,1,2,1,3,1,2,2,2,3,4,1,2,1,1,41
16392,1,1,3,3,2,1,2,1,2,2,2,1,2,4,2,4,4,2,2,2,4,47
16393,2,1,2,2,1,1,2,3,2,1,2,2,4,2,1,2,2,2,2,1,2,39
16394,1,3,3,3,2,2,4,4,4,2,3,3,4,4,3,4,3,4,4,4,4,68
16395,4,2,2,2,1,4,2,2,3,1,2,3,2,2,2,2,2,2,2,4,2,48
16396,1,1,4,3,1,4,2,4,1,1,3,4,4,4,4,4,4,4,4,4,3,64
16397,1,3,1,4,2,1,2,3,2,2,3,2,3,4,4,3,2,3,4,2,2,53
16398,1,1,1,3,1,1,3,1,2,1,3,2,2,2,1,1,2,4,3,1,3,39
16399,2,3,3,4,2,1,4,2,2,1,2,2,3,2,3,3,3,4,4,4,4,58
16400,2,2,2,2,2,1,2,2,1,1,2,1,2,2,1,2,2,2,2,1,3,37
16401,3,4,3,3,3,2,3,4,3,3,4,3,4,3,4,4,2,2,3,1,2,63
16402,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,43
16403,1,1,1,2,1,1,2,1,1,1,2,1,1,2,2,2,4,1,4,1,3,35
16404,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,22
16405,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,83
16406,1,2,1,3,1,3,2,3,2,2,2,1,4,4,1,3,1,3,4,2,3,48
16407,2,3,1,4,3,2,3,2,2,1,2,3,3,2,4,3,4,3,3,1,2,53
16408,2,2,2,2,3,2,4,3,4,2,4,2,4,3,3,4,3,4,2,2,4,61
16409,3,2,1,3,1,1,3,2,3,1,2,1,2,2,2,2,3,2,4,1,2,43
16410,1,2,1,3,2,1,3,2,2,1,2,1,2,2,2,3,2,3,3,2,2,42
16411,4,1,1,3,2,1,3,2,2,2,3,2,3,3,3,3,2,3,3,1,2,49
16412,2,1,1,2,2,1,2,2,2,2,3,1,1,2,1,2,2,1,2,1,2,35
16413,1,2,1,2,1,1,4,2,1,1,3,1,2,3,2,2,4,4,4,1,4,46
16414,2,2,2,3,3,2,3,2,3,2,3,3,3,3,3,4,3,4,3,2,2,57
16415,4,2,2,3,1,1,4,4,3,1,3,3,4,4,3,2,4,4,3,3,4,62
16416,2,2,2,3,2,4,3,2,1,2,2,2,2,1,2,1,2,1,2,2,1,41
16417,1,1,2,4,1,3,2,4,2,1,4,2,4,4,2,4,2,4,2,2,4,55
16418,2,1,1,2,1,1,1,1,2,1,1,1,1,2,1,2,2,1,2,1,1,28
16419,3,2,2,4,2,2,4,3,3,2,3,2,4,4,3,4,2,4,4,2,3,62
16420,2,1,1,2,2,1,1,1,3,3,1,2,1,1,2,2,1,3,1,1,1,33
16421,4,2,2,3,3,2,2,4,2,2,4,3,4,3,2,3,3,4,3,2,4,61
16422,3,2,1,4,1,2,2,4,3,1,2,4,4,4,3,4,4,2,4,3,3,60
16423,2,1,1,3,1,4,2,1,2,1,3,1,2,4,2,2,4,2,4,1,4,47
16424,4,2,2,3,1,4,3,3,3,1,1,3,2,2,1,2,3,3,4,2,4,53
16425,4,2,4,2,2,2,4,4,2,4,4,2,4,4,2,4,4,2,4,2,4,66
16426,3,2,3,4,2,3,4,3,4,2,3,3,4,3,3,4,3,3,3,3,3,65
16427,1,4,2,4,2,2,4,2,1,1,1,3,3,1,2,4,1,3,1,4,1,47
16428,1,1,2,1,1,1,1,3,2,1,2,1,2,2,1,3,2,3,2,1,2,35
16429,3,1,2,4,1,3,2,3,2,1,4,1,3,3,1,2,2,1,2,2,2,45
16430,1,1,2,2,2,1,2,4,2,1,2,4,4,3,2,3,4,1,3,1,4,49
16431,2,4,4,4,4,2,4,4,3,4,4,4,3,4,3,4,4,4,4,4,4,77
16432,1,1,1,3,1,1,1,3,3,1,1,1,1,2,1,4,1,4,1,2,4,38
16433,3,1,1,4,1,3,3,1,2,1,4,2,4,3,2,3,1,2,4,3,4,52
16434,3,3,1,4,1,1,1,1,1,1,1,2,3,1,1,2,1,1,1,1,1,32
16435,3,2,1,2,2,3,2,2,3,1,4,4,4,4,1,4,4,1,2,2,4,55
16436,4,1,4,4,1,4,4,4,3,1,4,1,4,4,4,4,4,4,4,4,4,71
16437,1,1,1,3,1,2,2,2,1,1,2,3,1,2,3,2,2,3,2,1,2,38
16438,1,3,1,1,1,2,3,1,2,1,1,3,2,1,1,2,2,2,2,1,2,35
16439,1,1,1,2,1,1,1,1,2,1,2,1,2,2,1,2,1,2,2,1,2,30
16440,1,4,1,4,3,1,4,1,2,1,2,3,2,2,2,3,2,1,1,1,2,43
16441,1,1,3,4,2,1,4,2,1,1,3,4,3,1,2,2,1,4,4,4,1,49
16442,4,1,1,4,1,2,4,4,2,1,4,1,4,4,4,4,4,4,4,1,4,62
16443,1,2,2,4,1,1,4,2,4,1,2,2,4,4,2,4,2,3,4,2,2,53
16444,1,1,2,2,1,2,1,2,2,2,2,3,3,3,1,2,2,3,3,2,2,42
16445,1,1,2,4,1,4,4,3,3,1,4,1,1,3,3,4,4,3,4,3,3,57
16446,1,1,2,4,1,1,4,2,4,1,4,2,4,4,4,2,3,4,4,1,2,55
16447,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,23
16448,3,1,1,4,1,1,1,3,2,1,1,1,3,2,3,2,2,1,3,2,1,39
16449,4,4,4,1,2,4,4,4,4,4,4,4,4,2,2,4,4,4,4,2,4,73
16450,3,1,1,2,1,1,1,2,1,1,1,1,1,2,1,2,1,1,2,1,2,29
16451,1,1,1,2,4,1,3,4,1,1,4,1,4,4,1,4,3,4,4,1,4,53
16452,2,2,1,2,2,1,3,2,2,1,2,1,2,2,2,2,3,1,2,1,2,38
16453,1,1,1,2,1,1,1,4,3,1,3,4,3,3,1,4,2,3,1,1,3,44
16454,3,2,1,3,1,1,3,2,2,1,3,1,2,2,2,2,1,2,2,1,1,38
16455,1,1,4,2,1,2,4,2,3,1,2,1,3,3,2,2,2,3,2,3,2,46
16456,2,1,1,1,1,1,2,1,2,1,2,2,2,2,2,1,2,2,2,1,2,33
16457,1,3,2,3,1,1,2,1,2,1,1,2,2,3,1,2,2,2,2,1,2,37
16458,1,3,1,2,2,2,3,4,4,4,4,2,4,3,2,4,3,4,3,4,3,62
16459,3,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,1,2,1,2,29
16460,1,3,2,1,2,3,4,4,2,2,1,3,2,2,2,4,2,2,3,2,2,49
16461,1,1,1,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,1,26
16462,3,1,1,2,1,1,2,3,1,1,2,1,2,2,1,3,2,2,2,1,2,36
16463,4,1,1,3,1,4,3,1,2,1,1,1,3,3,2,3,3,2,4,1,3,47
16464,1,1,1,1,1,1,1,2,2,1,2,2,3,3,1,3,3,2,3,1,4,39
16465,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,3,1,1,2,1,3,28
16466,2,2,2,2,2,2,1,1,1,2,2,3,2,1,2,1,3,1,2,1,2,37
16467,3,3,3,4,4,3,4,3,4,3,4,4,4,4,4,4,4,4,4,4,2,76
16468,1,1,2,2,2,1,2,2,2,1,2,1,3,2,2,2,2,3,2,1,2,38
16469,4,1,1,2,1,1,2,1,2,1,4,1,2,4,1,4,4,1,2,1,4,44
16470,1,1,1,2,1,1,1,2,2,1,3,1,2,2,2,2,1,2,2,1,4,35
16471,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,3,1,1,2,3,2,30
16472,1,2,1,4,1,1,3,1,2,2,1,4,3,1,4,4,2,4,2,4,4,51
16473,2,4,2,4,4,2,2,4,4,4,4,4,4,4,4,4,1,2,4,1,2,66
16474,2,1,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,1,2,1,2,36
16475,1,2,2,2,1,3,1,1,2,1,3,2,2,2,1,1,2,1,2,1,2,35
16476,4,3,3,3,2,2,3,2,2,1,3,4,3,3,3,2,3,2,4,3,2,57
16477,4,4,3,4,3,2,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,78
16478,4,2,3,3,3,2,3,3,4,3,4,4,4,4,3,4,3,4,3,2,4,69
16479,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,2,1,1,1,25
16480,2,1,1,2,2,1,2,3,3,1,2,2,3,3,2,3,1,3,3,1,2,43
16481,3,1,1,2,1,1,1,4,2,2,3,1,4,4,1,2,1,1,1,1,2,39
16482,4,4,2,4,3,4,4,3,2,1,2,1,4,4,4,4,4,4,4,1,3,66
16483,4,2,3,4,2,3,4,4,4,1,4,3,4,4,4,4,3,4,3,4,4,72
16484,1,1,1,1,1,1,1,2,2,1,1,1,1,4,1,2,1,2,2,2,2,31
16485,2,2,2,2,1,1,1,1,2,1,2,2,2,2,1,2,2,1,1,1,1,32
16486,4,4,4,4,4,4,3,4,4,1,4,4,3,4,4,4,4,4,4,4,4,79
16487,1,1,1,3,1,1,2,2,1,1,2,2,2,2,2,2,3,1,4,1,2,37
16488,1,2,2,4,2,2,2,2,3,1,2,2,3,4,2,4,3,3,4,2,3,53
16489,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,63
16490,3,1,3,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,2,2,1,30
16491,2,4,3,2,2,2,3,2,2,1,3,3,2,2,2,2,2,2,3,3,2,49
16492,4,1,1,2,1,2,1,1,1,1,2,1,2,1,1,2,2,3,2,2,2,35
16493,4,2,2,2,1,4,1,2,2,2,2,2,2,3,1,3,2,2,3,3,2,47
16494,2,1,1,3,2,1,1,2,1,1,2,2,3,2,2,2,2,2,2,1,2,37
16495,4,2,3,4,4,1,2,4,1,3,4,3,4,1,3,2,4,3,4,2,4,62
16496,1,1,1,1,1,3,1,1,2,1,2,2,1,4,1,3,1,1,1,2,1,32
16497,4,3,1,3,1,1,2,4,2,1,3,3,4,2,3,2,4,4,3,1,2,53
16498,3,3,2,3,2,3,3,3,3,3,3,2,3,3,2,4,4,4,3,1,3,60
16499,4,2,4,4,4,4,4,4,4,4,4,3,4,2,4,4,3,4,4,4,3,77
16500,4,1,1,4,2,4,4,3,2,3,2,1,4,2,2,3,4,4,4,4,3,61
16501,1,1,3,3,4,2,2,4,4,2,2,2,1,4,2,4,2,4,3,4,2,56
16502,1,1,1,4,1,1,3,3,1,1,3,4,2,2,1,3,3,3,3,1,4,46
16503,3,2,2,3,2,2,2,3,2,2,3,3,2,2,3,2,2,2,2,3,3,50
16504,1,1,1,1,1,1,2,2,1,1,2,1,3,2,1,2,2,1,1,1,3,31
16505,1,1,1,1,1,3,2,2,2,1,3,2,3,1,1,2,1,3,1,2,3,37
16506,2,2,2,3,2,1,3,4,3,3,3,2,3,2,3,4,2,3,3,1,4,55
16507,2,2,2,4,1,1,1,1,1,1,1,3,1,1,1,2,2,2,3,3,2,37
16508,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,3,27
16509,3,2,1,3,1,1,3,4,2,1,4,2,3,4,2,2,2,2,4,2,4,52
16510,1,1,1,2,1,1,1,1,1,1,3,1,2,2,1,3,1,1,2,1,2,30
16511,3,2,2,4,2,1,2,3,2,1,2,2,2,2,2,4,2,2,4,1,2,47
16512,4,3,4,4,2,3,3,4,3,2,4,4,4,3,4,4,3,4,4,4,4,74
16513,3,4,3,4,3,2,4,4,4,2,2,2,3,4,3,4,4,4,4,2,4,69
16514,3,1,2,2,1,4,1,4,1,1,3,2,2,4,1,3,1,2,2,1,2,43
16515,1,1,1,4,1,2,1,2,1,1,2,1,2,1,1,1,3,1,2,1,2,32
16516,2,2,2,2,2,2,2,2,2,2,3,2,2,4,1,3,2,2,2,2,2,45
16517,1,1,1,3,1,1,1,2,2,1,2,1,1,3,1,3,2,1,3,1,1,33
16518,4,1,1,3,1,2,3,1,2,1,2,3,2,1,1,1,2,1,1,1,2,36
16519,4,1,4,1,1,1,4,4,2,4,4,1,4,4,1,4,1,4,4,1,4,58
16520,3,1,2,4,1,1,3,1,2,1,2,1,2,1,2,3,3,2,4,1,2,42
16521,1,1,1,1,1,1,2,1,1,1,1,3,2,1,1,1,1,2,2,2,2,29
16522,4,2,1,3,1,1,2,1,2,1,2,1,2,3,1,2,3,3,2,1,4,42
16523,1,2,1,2,1,2,4,1,1,1,1,3,1,1,4,3,1,3,4,1,2,40
16524,4,2,2,3,2,2,4,3,3,3,2,4,3,4,3,4,4,2,4,2,2,62
16525,1,1,3,3,1,1,2,2,1,1,3,1,2,4,3,2,2,2,3,2,2,42
16526,3,2,2,2,2,3,2,3,3,2,3,3,3,3,2,3,2,2,3,2,2,52
16527,2,1,2,1,1,2,1,2,2,1,2,2,2,2,2,3,2,2,2,2,2,38
16528,1,1,1,3,2,2,3,2,2,1,1,2,2,1,2,3,3,1,3,3,1,40
16529,1,2,1,4,3,4,3,2,4,1,3,2,4,4,4,4,4,1,4,2,3,60
16530,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,25
16531,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,2,1,2,1,1,26
16532,1,2,1,1,1,1,1,2,4,1,1,1,2,1,1,4,1,3,2,1,4,36
16533,3,1,2,4,1,2,2,3,3,1,2,3,3,4,3,3,2,3,4,2,3,54
16534,3,3,3,4,3,2,3,4,4,1,3,4,1,4,4,4,4,3,4,2,4,67
16535,1,3,3,2,1,3,2,2,2,1,3,3,2,2,2,2,2,2,1,2,3,44
16536,2,3,2,2,2,2,3,4,3,4,3,3,4,4,3,3,2,3,2,2,3,59
16537,1,1,1,3,1,1,3,1,1,3,2,1,1,2,3,2,1,3,1,2,1,35
16538,1,1,1,3,1,1,1,2,2,1,2,1,2,2,1,2,1,2,2,1,1,31
16539,3,3,3,3,2,2,4,3,3,3,3,4,4,3,3,2,4,2,2,4,2,62
16540,2,1,2,2,2,2,3,1,2,2,3,2,2,3,4,3,2,4,3,2,4,51
16541,1,3,2,3,1,3,4,2,3,1,2,4,2,4,2,2,3,2,3,2,3,52
16542,1,2,1,2,1,1,2,1,2,1,1,1,1,2,1,1,2,1,3,1,2,30
16543,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,26
16544,1,2,1,3,1,1,1,1,2,1,2,1,3,1,1,2,1,2,1,1,2,31
16545,4,1,2,1,3,1,1,1,1,1,1,1,2,4,1,2,1,1,1,2,3,35
16546,4,3,4,4,4,3,4,4,4,2,4,3,4,3,4,4,4,4,4,4,3,77
16547,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,81
16548,3,3,2,4,2,2,4,4,2,2,4,2,4,4,2,2,4,4,2,4,4,64
16549,3,1,2,3,1,1,2,1,2,3,2,2,2,2,2,2,2,3,3,2,2,43
16550,1,1,1,1,2,1,2,1,4,1,2,4,2,3,3,3,4,2,4,1,4,47
16551,4,2,3,3,3,4,2,3,3,2,3,2,3,2,2,3,4,1,3,2,2,56
16552,4,1,2,2,1,4,4,4,4,2,2,1,2,2,4,4,4,3,4,2,4,60
16553,2,1,1,2,1,1,2,1,4,1,1,1,1,1,1,2,2,1,2,1,2,31
16554,1,1,4,2,1,4,1,1,3,1,1,1,1,3,2,1,2,1,4,4,2,41
16555,2,2,2,2,1,4,2,1,2,1,2,1,2,4,3,3,1,3,2,1,2,43
16556,1,1,3,3,1,1,1,3,2,2,3,1,3,1,1,2,1,3,1,1,2,37
16557,3,1,1,2,1,3,1,1,2,2,1,2,2,2,2,2,4,1,2,2,1,38
16558,2,1,2,3,2,1,3,4,2,1,3,1,4,4,2,3,4,4,2,4,3,55
16559,3,2,4,4,3,2,4,4,3,2,4,4,3,4,4,3,3,4,4,3,4,71
16560,2,2,2,3,1,4,3,2,2,2,3,2,2,2,2,3,3,1,3,2,3,49
16561,4,2,2,4,3,3,4,2,3,2,3,4,4,4,3,4,4,4,4,2,4,69
