,Q1A,Q6A,Q8A,Q10A,Q11A,Q12A,Q13A,Q14A,Q15A,Q16A,Q17A,Q18A,Q19A,Q22A,Q27A,Q29A,Q32A,Q33A,Q35A,Q39A,scores
36269,4,4,4,4,4,1,4,4,4,4,4,2,1,4,4,4,4,4,4,4,72
36270,2,4,3,4,3,3,4,1,3,4,4,2,3,3,2,4,2,3,2,2,58
36271,3,2,3,4,4,3,2,4,2,3,1,3,3,3,2,4,4,2,4,2,58
36272,4,2,4,4,4,3,4,4,4,2,4,4,4,3,4,4,4,4,3,2,71
36273,2,4,3,1,2,3,2,1,2,1,2,2,4,2,1,2,3,2,1,2,42
36274,2,2,2,4,3,4,3,4,2,4,3,3,3,2,4,2,4,2,2,4,59
36275,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,78
36276,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,78
36277,4,3,3,3,3,3,4,4,3,4,4,3,1,4,3,4,4,2,4,2,65
36278,2,2,2,2,3,2,1,3,1,1,4,2,2,2,4,3,1,2,2,2,43
36279,3,1,3,2,3,2,4,2,3,4,4,2,1,2,4,2,4,1,2,3,52
36280,2,3,2,2,3,1,2,2,1,3,3,3,2,2,2,3,2,1,2,1,42
36281,4,1,1,4,4,3,4,4,2,3,4,1,2,4,4,4,3,3,3,1,59
36282,1,3,2,2,2,3,1,3,1,2,2,2,3,1,2,3,2,1,3,2,41
36283,2,2,2,2,4,2,2,4,4,2,2,4,2,2,3,4,2,3,2,2,52
36284,4,3,3,2,4,3,4,3,4,4,4,4,1,4,4,4,4,4,4,4,71
36285,4,4,4,4,4,2,3,4,3,3,4,3,2,4,4,4,3,3,3,4,69
36286,3,3,3,3,3,2,3,3,1,4,3,1,1,3,4,3,2,4,3,3,55
36287,1,2,1,1,1,2,1,2,1,1,1,2,1,1,3,2,3,2,1,1,30
36288,3,3,3,3,2,3,3,2,1,4,3,3,1,3,4,2,2,2,3,3,53
36289,4,4,4,3,4,4,3,4,2,3,4,1,1,2,4,4,4,4,3,3,65
36290,4,4,2,4,4,2,4,2,1,4,4,2,1,1,4,2,2,2,3,4,56
36291,1,4,3,1,3,2,3,4,1,2,2,4,1,1,2,2,4,1,2,2,45
36292,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,23
36293,3,2,2,3,2,3,1,2,1,1,1,1,3,1,2,3,2,2,1,1,37
36294,4,4,4,4,4,4,4,4,2,4,4,4,4,3,4,4,3,4,4,4,76
36295,3,2,1,3,3,1,2,2,1,1,2,2,1,2,2,1,2,1,2,2,36
36296,3,3,2,3,4,3,4,3,3,2,4,3,3,3,3,3,4,3,4,3,63
36297,3,1,3,4,3,2,4,4,1,4,4,1,2,2,4,3,3,2,3,3,56
36298,4,2,2,4,4,2,4,2,1,4,4,2,4,1,4,4,3,2,4,2,59
36299,2,2,2,1,2,3,2,1,2,1,1,1,1,2,1,2,2,2,3,1,34
36300,2,1,1,1,2,3,2,4,1,2,1,1,1,1,1,2,1,4,1,1,33
36301,1,2,4,2,1,4,3,4,1,2,2,1,1,4,2,4,1,3,1,3,46
36302,3,4,3,4,4,4,4,1,3,4,4,4,3,3,4,3,4,3,3,3,68
36303,2,3,3,4,4,2,4,1,2,3,3,2,1,4,1,2,1,4,1,1,48
36304,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
36305,1,4,4,2,1,4,4,1,1,1,2,4,1,2,1,2,1,4,1,4,45
36306,2,2,4,3,3,3,4,4,1,4,4,2,2,4,3,4,1,3,1,2,56
36307,2,2,1,4,3,2,4,1,1,4,4,3,1,2,1,2,2,1,2,3,45
36308,1,2,2,3,2,1,2,3,1,3,2,2,3,2,2,2,4,1,2,2,42
36309,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,79
36310,2,4,4,4,2,4,4,1,2,3,4,2,4,4,1,4,1,4,2,1,57
36311,2,2,1,1,2,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,34
36312,4,4,3,3,4,3,3,3,3,3,4,3,3,3,4,4,4,3,4,4,69
36313,4,4,2,2,4,4,2,4,2,2,2,2,3,3,4,4,4,2,4,3,61
36314,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,23
36315,2,2,3,4,2,2,4,2,2,4,4,2,3,2,2,2,2,3,2,2,51
36316,3,1,4,2,4,4,4,3,2,2,1,4,4,4,1,3,1,4,1,2,54
36317,3,2,3,2,4,3,2,3,4,1,2,3,2,3,4,2,3,3,3,4,56
36318,3,2,4,4,4,1,4,1,1,4,4,4,1,2,2,4,2,2,2,2,53
36319,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,39
36320,3,4,2,4,3,3,4,1,3,4,2,2,3,3,2,2,2,3,2,2,54
36321,2,2,3,2,3,2,2,3,1,4,3,2,1,2,2,2,3,3,1,3,46
36322,3,3,3,3,4,3,3,3,2,4,3,3,3,3,4,4,3,4,2,4,64
36323,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,80
36324,4,3,3,4,3,3,4,3,3,3,4,4,2,2,2,4,4,4,4,3,66
36325,3,2,3,1,4,3,2,4,2,3,3,4,2,2,3,3,2,2,2,2,52
36326,4,4,3,4,4,3,4,1,2,3,4,2,2,1,4,4,2,3,4,3,61
36327,4,4,4,3,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,3,76
36328,1,2,4,3,1,4,4,3,1,4,2,2,3,1,3,2,2,4,3,1,50
36329,4,2,1,2,2,4,1,1,1,4,1,2,3,3,1,4,3,4,2,1,46
36330,1,1,1,1,2,1,1,3,2,3,2,2,1,1,1,2,1,1,1,1,29
36331,2,1,1,2,2,2,2,2,1,3,2,2,1,1,2,1,2,2,2,1,34
36332,3,2,2,3,4,3,3,3,2,3,3,3,1,2,3,3,4,2,2,2,53
36333,4,4,4,3,3,4,4,2,2,3,4,4,2,4,4,4,3,3,4,2,67
36334,3,1,1,2,2,1,2,2,2,4,1,2,1,3,2,2,2,2,1,3,39
36335,3,3,2,1,1,1,2,3,1,2,1,3,1,1,2,2,3,1,3,2,38
36336,4,3,4,2,4,3,4,4,2,2,3,3,3,3,4,4,3,2,2,2,61
36337,2,2,2,3,4,4,3,3,3,4,4,3,2,3,4,3,2,2,3,3,59
36338,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,80
36339,1,1,2,1,2,2,1,1,1,2,2,1,1,1,1,1,2,1,1,2,27
36340,2,2,3,2,1,2,1,3,3,1,1,2,3,3,2,1,2,2,2,2,40
36341,3,3,1,4,4,1,2,4,1,4,1,3,4,2,3,2,1,1,2,2,48
36342,2,3,2,2,3,4,3,3,3,3,1,3,1,3,4,1,3,2,2,2,50
36343,3,4,4,2,4,4,4,4,3,4,3,3,2,3,3,4,3,4,4,3,68
36344,1,3,2,1,1,2,1,1,1,1,3,1,1,1,1,1,4,1,3,1,31
36345,4,3,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,77
36346,2,1,1,2,2,3,1,2,3,2,3,2,3,1,2,2,1,2,2,2,39
36347,4,3,2,1,4,3,2,4,1,1,2,4,1,2,4,4,4,2,4,3,55
36348,3,1,1,3,4,1,4,2,1,1,3,1,1,2,2,1,1,3,1,1,37
36349,4,4,4,4,4,4,4,4,4,4,4,4,2,4,3,4,3,4,3,4,75
36350,4,4,2,3,4,2,4,2,2,3,4,2,1,2,2,2,2,4,1,2,52
36351,2,2,2,4,2,3,3,1,1,2,4,3,1,3,2,2,2,1,2,2,44
36352,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,1,4,2,4,73
36353,3,4,2,2,3,1,3,1,1,4,1,1,2,1,3,3,1,1,1,2,40
36354,3,3,2,3,3,2,4,2,3,2,3,4,2,2,3,2,2,2,2,3,52
36355,3,1,1,2,4,2,3,3,1,4,2,4,1,2,1,1,3,2,2,3,45
36356,1,2,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,2,1,1,25
36357,2,2,2,2,3,2,2,1,2,2,4,2,1,3,2,4,2,3,2,2,45
36358,2,2,2,2,2,2,3,2,2,1,2,3,1,2,1,3,1,2,1,1,37
36359,4,2,2,3,4,3,4,3,1,3,4,2,2,2,3,4,3,3,3,3,58
36360,3,1,3,2,3,3,3,1,1,1,3,3,1,3,1,2,3,3,1,1,42
36361,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,77
36362,2,4,2,4,4,3,4,3,3,3,4,3,2,2,3,4,2,3,2,4,61
36363,4,4,4,2,4,2,4,4,1,3,2,4,4,4,2,4,4,4,1,2,63
36364,3,3,3,1,3,4,2,3,1,1,2,3,1,3,3,4,2,3,3,3,51
36365,2,3,2,3,3,1,3,2,2,1,2,3,1,2,3,2,2,1,2,2,42
36366,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,3,4,77
36367,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,23
36368,3,1,2,2,4,1,4,1,2,3,3,1,2,2,4,2,3,4,2,4,50
36369,4,3,3,2,4,2,2,3,2,2,2,4,1,3,4,3,3,2,1,2,52
36370,3,3,2,2,3,3,4,2,1,4,3,2,2,3,3,3,2,2,2,3,52
36371,2,2,1,1,2,2,1,2,1,1,1,2,1,1,4,1,2,2,1,2,32
36372,2,2,3,3,2,3,3,3,3,3,3,4,3,3,2,3,3,3,3,2,56
36373,4,2,2,3,3,2,4,3,1,3,3,3,2,3,3,3,3,1,3,3,54
36374,4,3,1,4,4,4,4,2,1,2,4,4,1,2,2,2,1,2,1,2,50
36375,4,4,3,2,4,1,4,4,1,4,2,4,1,3,4,2,3,2,3,3,58
36376,2,2,2,1,2,1,2,1,1,1,2,1,1,1,2,2,2,1,2,2,31
36377,3,2,3,4,2,3,4,2,1,4,4,3,1,4,2,4,2,4,2,3,57
36378,3,2,3,3,2,3,4,4,3,4,4,4,2,3,3,2,3,3,3,4,62
36379,2,2,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,2,1,1,26
36380,1,1,1,2,1,1,2,1,2,3,1,1,1,3,2,1,1,1,1,2,29
36381,4,4,2,2,3,2,2,2,1,4,3,1,1,3,4,2,3,3,3,3,52
36382,1,2,1,1,1,1,1,2,1,1,1,2,1,1,2,2,1,1,1,1,25
36383,2,2,2,4,3,1,3,4,4,4,4,3,1,1,3,2,3,1,4,2,53
36384,3,4,3,4,4,4,4,1,2,4,4,2,4,4,4,4,3,3,4,3,68
36385,1,2,4,1,2,2,1,1,1,1,1,2,1,2,2,1,2,3,2,2,34
36386,3,2,2,3,2,1,2,4,2,4,2,3,2,2,2,3,3,3,2,2,49
36387,2,3,2,2,3,2,2,4,2,3,4,2,4,2,3,4,4,2,3,3,56
36388,3,2,1,2,3,1,2,1,1,4,2,1,1,2,2,1,2,2,2,3,38
36389,2,3,3,1,2,2,2,3,1,2,2,2,1,2,3,3,2,2,1,2,41
36390,1,2,1,1,4,2,2,1,2,4,2,4,4,1,4,4,2,2,1,3,47
36391,3,2,3,4,3,2,4,2,2,2,4,2,1,1,4,2,3,2,2,4,52
36392,4,4,4,4,4,3,4,4,2,4,4,4,2,3,4,4,4,4,4,4,74
36393,4,3,4,2,4,2,4,2,2,4,3,3,1,2,3,4,3,2,2,4,58
36394,3,3,2,1,3,3,1,3,1,1,2,3,1,2,3,2,3,4,4,3,48
36395,4,4,4,4,4,3,3,2,2,4,4,4,1,2,4,4,3,3,3,4,66
36396,2,3,2,2,2,1,1,4,2,3,2,1,1,2,1,2,2,1,3,1,38
36397,2,3,4,1,2,2,2,4,1,1,2,3,1,2,2,2,1,2,2,3,42
36398,3,1,2,3,2,3,2,3,1,2,1,1,1,2,1,3,2,1,1,2,37
36399,1,3,1,1,2,1,2,3,2,1,2,3,1,1,1,1,1,1,1,2,31
36400,4,4,3,3,4,4,4,4,4,3,4,4,4,3,4,4,2,3,2,3,70
36401,4,3,3,3,4,3,4,3,3,2,4,4,3,3,3,3,3,3,4,3,65
36402,3,1,3,4,2,4,3,2,2,4,4,3,1,1,3,2,3,2,1,2,50
36403,2,4,2,4,2,3,3,2,2,2,4,3,2,3,2,2,2,2,2,2,50
36404,1,2,4,3,4,3,4,3,1,4,4,2,3,1,2,4,4,4,3,2,58
36405,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,80
36406,2,3,2,2,4,2,4,2,1,4,3,3,4,2,3,3,2,2,4,2,54
36407,4,4,4,2,4,4,4,3,3,2,3,4,3,2,4,4,2,3,2,4,65
36408,1,2,1,1,1,2,1,2,1,1,1,2,1,1,1,1,2,3,1,1,27
36409,2,3,3,2,3,3,2,3,1,2,2,2,1,3,2,2,3,3,2,3,47
36410,2,4,2,2,1,3,3,2,3,3,3,1,4,1,2,1,2,3,1,2,45
36411,3,2,2,2,3,3,2,2,3,2,3,1,2,2,3,2,1,3,2,3,46
36412,4,3,3,3,4,2,3,2,4,2,4,3,2,3,3,3,3,4,2,3,60
36413,3,3,3,3,3,4,4,3,3,3,4,3,4,2,3,3,3,4,3,3,64
36414,3,3,4,2,3,3,4,3,2,3,3,2,3,4,2,4,2,2,2,3,57
36415,3,3,2,2,3,3,2,1,1,4,3,2,4,2,3,3,1,3,1,2,48
36416,2,3,3,2,2,3,3,2,2,2,3,3,2,2,3,2,2,3,2,3,49
36417,2,2,1,1,2,1,1,2,1,1,1,1,1,1,2,1,2,1,1,2,27
36418,2,1,3,1,1,1,1,2,1,1,1,2,1,3,2,1,1,1,1,2,29
36419,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,78
36420,2,2,1,1,2,2,2,1,2,4,2,1,1,1,1,2,3,3,3,2,38
36421,3,3,3,2,2,3,2,3,2,4,2,1,4,3,2,4,2,3,1,2,51
36422,2,3,4,2,2,1,3,3,1,2,1,2,1,2,4,2,2,1,2,4,44
36423,3,2,4,2,4,4,4,2,3,4,4,2,2,3,1,2,2,4,1,2,55
36424,2,2,2,2,4,2,2,2,1,2,3,2,1,1,4,3,2,1,2,3,43
36425,4,4,4,4,4,4,4,3,4,4,4,4,2,3,4,4,3,4,3,4,74
36426,4,3,3,4,4,2,4,2,1,2,4,3,1,2,3,3,3,3,2,3,56
36427,4,3,4,1,4,4,3,3,1,2,1,3,4,3,4,4,4,4,4,4,64
36428,2,4,4,1,4,2,4,3,1,3,2,3,2,3,2,2,1,4,1,2,50
36429,2,4,3,3,3,2,3,3,1,2,3,3,2,3,2,2,2,2,3,3,51
36430,2,1,1,1,2,1,1,3,1,1,1,3,1,1,2,1,2,1,2,2,30
36431,4,2,3,4,3,4,4,4,3,4,4,4,3,4,2,3,3,4,3,2,67
36432,3,2,1,3,2,4,4,2,1,4,3,4,1,1,2,2,3,2,2,2,48
36433,4,4,3,3,4,2,4,2,1,4,4,4,1,3,4,4,2,3,3,3,62
36434,3,4,3,4,3,2,4,2,1,4,4,3,2,2,3,3,3,3,3,3,59
36435,2,3,4,4,4,3,3,3,2,3,3,4,4,4,3,4,2,3,3,3,64
36436,3,2,4,2,3,2,3,2,1,2,4,1,1,4,2,2,2,2,2,2,46
36437,2,2,2,2,2,1,3,1,2,2,2,2,1,2,1,2,2,1,2,1,35
36438,2,2,4,4,2,4,4,3,4,4,4,1,4,2,2,3,2,4,2,3,60
36439,2,1,2,4,2,1,4,1,1,4,2,3,1,2,3,2,2,1,2,2,42
36440,2,1,2,3,2,2,4,2,3,3,4,2,1,3,2,2,1,2,2,2,45
36441,4,4,2,4,4,4,4,4,1,4,4,3,3,4,4,4,4,4,2,4,71
36442,2,3,4,3,3,3,4,2,3,2,2,4,4,4,3,3,2,2,2,3,58
36443,4,4,2,2,4,2,4,1,1,2,2,4,4,2,3,4,1,2,2,2,52
36444,2,4,4,4,2,1,2,1,1,4,4,1,1,1,1,1,1,2,1,1,39
36445,3,2,1,2,4,3,4,2,2,4,4,2,2,1,3,3,4,2,2,3,53
36446,3,2,2,1,2,2,2,2,1,2,3,2,2,2,3,3,2,1,2,1,40
36447,3,2,3,4,2,1,3,3,1,4,2,1,1,2,2,2,2,2,2,2,44
36448,2,2,2,1,3,1,1,4,1,1,1,2,1,4,2,2,2,1,1,3,37
36449,2,1,1,1,2,1,1,1,1,1,1,1,2,1,4,4,4,1,2,1,33
36450,2,3,2,4,4,3,3,2,2,4,4,1,3,2,2,3,2,3,1,3,53
36451,4,3,3,3,4,3,4,4,3,4,4,4,4,4,4,3,3,3,3,3,70
36452,3,4,3,3,4,2,3,2,3,4,3,3,3,3,3,4,2,3,2,3,60
36453,2,3,2,1,2,1,2,1,2,2,2,2,1,3,1,3,2,2,2,2,38
36454,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,3,2,1,1,1,25
36455,2,2,1,1,2,1,2,2,1,1,2,2,1,1,1,2,3,2,2,2,33
36456,1,3,4,1,1,1,2,2,2,2,1,2,1,1,2,1,2,1,1,3,34
36457,3,3,3,2,3,3,2,4,1,3,3,4,2,3,2,3,4,3,4,3,58
36458,2,2,3,3,3,2,3,2,2,3,3,2,1,2,3,2,2,3,3,2,48
36459,3,3,4,4,4,2,4,2,4,4,4,4,2,3,3,4,3,3,2,4,66
36460,3,2,3,2,2,2,4,3,1,4,1,2,1,4,4,2,4,1,2,3,50
36461,4,2,2,3,3,4,4,2,2,3,4,4,4,2,3,1,3,3,3,4,60
36462,2,2,3,3,2,2,4,2,1,2,3,2,1,3,2,3,2,2,2,4,47
36463,1,2,4,1,1,4,2,1,2,1,1,1,1,4,1,1,4,4,2,1,39
36464,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,21
36465,2,3,3,2,3,1,1,3,1,2,1,1,2,2,2,2,2,1,1,3,38
36466,3,2,3,1,2,3,1,2,2,1,2,2,3,3,2,3,2,3,1,2,43
36467,1,2,2,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,2,2,28
36468,1,2,2,2,2,2,2,3,1,2,2,2,4,2,2,2,2,2,2,2,41
36469,1,2,2,2,3,4,3,2,1,1,2,4,3,2,1,2,2,3,1,3,44
36470,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
36471,1,1,1,3,1,1,1,1,2,2,1,1,1,1,3,2,1,2,1,1,28
36472,1,1,4,4,2,1,2,1,1,4,3,1,3,4,1,4,1,2,3,4,47
36473,3,3,4,3,3,4,4,3,3,3,3,3,1,4,4,4,3,4,3,3,65
36474,1,1,2,3,2,3,2,2,1,2,2,2,1,2,1,2,3,1,2,1,36
36475,2,2,2,3,1,1,3,1,1,2,3,1,1,2,2,1,2,2,1,2,35
36476,2,3,2,3,2,2,3,4,3,3,3,3,2,3,3,2,3,2,4,3,55
36477,2,1,1,3,3,2,2,2,2,3,2,1,1,2,2,2,2,2,2,3,40
36478,2,2,3,3,1,1,4,2,1,4,4,3,1,3,3,3,3,1,1,2,47
36479,1,1,1,1,1,1,2,2,1,1,3,1,1,1,1,1,4,1,4,2,31
36480,4,2,2,4,4,2,4,3,1,4,3,3,1,2,2,4,3,1,2,2,53
36481,2,2,2,2,2,2,3,1,2,2,2,1,1,1,2,2,1,2,2,2,36
36482,2,3,4,3,2,4,4,3,2,4,4,3,2,4,4,2,2,3,2,3,60
36483,2,2,4,2,4,3,4,3,4,4,4,2,4,3,3,4,4,4,4,4,68
36484,1,1,3,3,2,3,4,1,2,4,3,3,1,3,1,1,3,3,3,3,48
36485,1,3,1,1,2,1,1,2,3,1,1,2,2,1,2,2,2,1,1,1,31
36486,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
36487,2,3,4,2,2,3,3,2,1,1,2,2,2,4,1,3,2,2,3,2,46
36488,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,23
36489,4,4,4,4,4,3,4,4,3,4,4,2,3,4,4,4,4,3,4,4,74
36490,4,4,4,4,4,3,4,2,2,4,4,4,2,4,4,4,3,3,3,3,69
36491,3,3,3,2,3,3,3,1,3,1,3,4,3,2,3,3,1,3,3,3,53
36492,2,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,2,26
36493,1,1,1,1,1,2,2,2,3,1,1,1,1,1,1,1,2,1,2,2,28
36494,1,1,1,1,3,1,1,1,2,1,1,1,1,1,1,4,2,2,1,2,29
36495,2,2,1,2,2,2,1,2,1,2,1,2,2,2,2,2,2,3,2,1,36
36496,3,2,2,2,3,3,2,4,2,2,3,2,2,1,3,3,4,2,3,2,50
36497,3,2,4,4,4,2,3,1,2,4,2,3,1,4,2,4,2,2,1,1,51
36498,2,2,1,2,3,1,2,2,1,1,1,3,1,1,2,2,2,2,2,1,34
36499,4,2,3,4,3,2,4,2,2,4,4,3,3,3,4,4,3,2,2,3,61
36500,1,3,1,1,3,2,1,2,1,1,1,1,1,1,2,1,3,3,1,2,32
36501,4,4,2,2,4,2,3,4,1,4,4,4,2,2,4,3,3,2,4,3,61
36502,4,3,3,4,4,3,4,4,2,4,4,4,2,4,2,4,4,3,4,3,69
36503,2,3,3,4,4,3,3,3,2,4,4,2,3,2,4,3,2,3,2,3,59
36504,2,3,4,2,3,3,3,3,3,3,2,3,2,3,2,2,2,3,3,3,54
36505,3,4,3,1,3,3,4,3,1,3,4,2,3,3,4,3,1,4,2,4,58
36506,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
36507,2,1,3,1,2,2,1,2,3,1,1,3,1,2,3,1,1,3,1,2,36
36508,2,2,2,4,1,1,3,2,1,2,4,2,1,1,2,2,2,1,2,2,39
36509,3,3,2,3,3,1,2,2,1,2,2,3,1,3,3,3,3,2,2,2,46
36510,4,3,1,1,4,2,2,4,1,2,1,2,3,1,2,3,4,2,1,3,46
36511,2,4,4,1,3,4,1,4,1,1,2,4,4,4,2,4,3,3,1,4,56
36512,3,2,3,4,4,4,4,3,1,4,4,1,4,2,4,3,4,4,1,3,62
36513,4,3,4,3,3,3,4,4,3,4,3,2,2,3,4,4,4,4,4,4,69
36514,2,3,2,1,2,1,1,2,1,1,1,2,1,2,2,3,2,1,2,2,34
36515,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,44
36516,2,1,2,3,4,1,3,2,1,2,3,3,2,2,2,3,3,1,2,2,44
36517,3,2,1,1,2,2,3,4,2,1,1,3,2,2,3,1,3,1,3,3,43
36518,3,2,3,4,4,3,4,1,4,4,4,2,1,3,3,3,3,3,3,1,58
36519,3,2,2,2,3,3,3,1,4,3,2,3,4,2,3,2,2,3,2,3,52
36520,4,4,3,3,3,4,4,4,4,4,2,4,3,4,3,3,4,3,3,3,69
36521,1,2,1,2,1,2,1,3,1,1,1,2,4,2,2,2,2,1,1,2,34
36522,3,3,4,4,4,4,4,2,4,4,4,2,4,4,3,4,4,4,4,2,71
36523,2,2,3,4,3,3,3,4,2,3,3,2,1,2,2,2,2,2,3,2,50
36524,3,4,3,4,4,3,4,4,3,2,4,4,4,4,3,4,3,4,3,4,71
36525,4,4,4,4,4,4,4,4,3,4,4,4,2,4,4,4,4,4,4,4,77
36526,1,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,1,1,34
36527,4,3,4,3,4,1,3,4,1,1,4,4,4,2,2,2,2,3,2,3,56
36528,2,4,2,2,2,2,2,3,1,1,2,3,3,2,4,2,2,3,1,1,44
36529,2,2,1,2,2,1,1,2,1,2,1,2,1,1,2,1,2,1,1,1,29
36530,2,4,4,4,4,2,4,4,3,4,4,3,3,4,4,4,2,4,3,3,69
36531,4,4,4,4,4,3,4,4,2,3,4,4,1,4,4,4,4,4,2,4,71
36532,4,2,2,3,2,1,4,2,2,4,4,3,2,2,4,2,3,3,2,1,52
36533,3,3,3,2,3,4,2,4,1,2,2,2,2,3,2,4,2,3,2,3,52
36534,3,3,3,3,4,2,3,2,2,3,4,3,3,2,2,2,2,2,2,2,52
36535,2,2,3,2,3,2,3,3,1,2,3,2,1,3,3,3,3,4,2,2,49
36536,2,2,2,1,2,1,2,2,1,2,2,2,1,2,1,2,2,1,1,1,32
36537,2,1,2,4,2,2,4,2,2,2,2,1,2,2,2,1,3,2,2,2,42
36538,4,2,2,4,4,4,4,4,1,4,4,3,4,2,4,2,4,4,4,4,68
36539,1,2,1,4,2,2,2,1,1,4,4,4,2,1,4,1,3,1,1,2,43
36540,3,1,1,4,3,4,4,1,1,2,4,1,1,1,2,2,1,1,2,1,40
36541,2,4,4,3,2,4,3,4,1,2,3,4,1,3,2,4,3,4,1,4,58
36542,4,4,2,4,4,2,4,4,2,4,4,2,2,4,4,4,4,2,2,4,66
36543,3,3,3,3,3,1,3,2,1,1,3,3,1,1,3,3,3,1,3,3,47
36544,2,4,1,2,4,2,1,4,2,1,2,4,2,2,3,2,3,3,3,1,48
36545,1,3,1,2,2,4,2,2,2,2,1,2,1,1,3,3,1,2,1,2,38
36546,4,3,3,4,4,3,4,4,3,3,4,4,3,4,4,4,4,2,4,4,72
36547,4,2,2,2,2,2,2,1,1,2,1,2,2,2,4,4,1,2,2,1,41
36548,3,3,3,1,1,3,1,2,1,1,1,1,4,2,2,1,3,3,3,1,40
36549,2,4,4,4,4,2,4,3,2,4,4,4,4,4,4,4,4,4,4,4,73
36550,2,2,1,2,2,1,3,3,1,1,2,3,1,1,2,1,1,1,1,2,33
36551,4,1,4,4,4,4,4,4,1,4,4,1,1,4,4,4,2,4,4,4,66
36552,2,2,1,2,1,2,2,2,2,2,2,2,2,4,2,2,2,3,2,2,41
36553,3,3,1,1,3,1,1,2,1,1,1,3,1,2,2,3,2,1,1,2,35
36554,2,3,1,2,2,2,1,2,3,4,2,3,4,2,2,3,3,1,3,2,47
36555,3,3,2,1,3,3,2,3,1,2,2,2,2,2,2,2,2,2,1,1,41
36556,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23
36557,2,3,4,4,3,3,4,3,2,4,4,1,4,4,2,4,2,3,4,3,63
36558,4,4,4,4,4,4,4,4,3,4,4,3,3,4,3,4,3,4,3,4,74
36559,4,4,4,4,4,3,4,4,2,4,2,4,4,4,3,3,4,4,4,3,72
36560,3,3,2,1,3,3,2,3,3,1,1,3,2,3,3,4,3,3,4,3,53
36561,4,4,4,4,4,3,4,4,3,4,4,4,2,4,4,4,4,4,4,4,76
36562,2,1,2,3,2,2,3,3,1,1,2,1,1,2,2,1,3,2,3,2,39
36563,4,3,4,2,3,4,4,3,2,2,2,4,4,3,4,3,3,4,3,4,65
36564,3,3,3,4,2,3,4,2,1,3,3,2,2,2,3,2,2,2,3,3,52
36565,3,2,2,1,2,2,2,3,1,2,2,2,2,1,2,2,2,2,2,3,40
36566,2,3,2,2,2,2,3,2,2,2,2,2,3,2,2,2,3,3,2,2,45
36567,1,3,1,4,2,1,2,1,2,3,2,4,1,2,3,1,2,2,2,1,40
36568,3,4,3,2,3,3,2,2,1,2,4,3,3,1,3,2,3,2,2,2,50
36569,2,3,3,1,2,1,3,3,1,2,4,1,1,1,3,1,3,1,4,3,43
36570,3,4,3,1,1,3,2,3,1,3,3,1,3,1,2,1,3,3,4,3,48
36571,3,3,1,2,3,3,4,3,1,3,1,3,2,2,3,2,3,2,2,3,49
36572,1,2,2,4,4,2,4,3,2,3,1,1,2,3,4,3,3,2,3,3,52
36573,2,3,2,1,3,3,1,4,1,2,2,4,3,4,2,2,2,4,2,2,49
36574,2,4,3,4,4,4,4,4,1,4,4,4,2,3,4,4,4,4,3,2,68
36575,2,4,3,4,2,2,2,2,2,4,4,1,4,1,2,2,2,2,1,2,48
36576,1,2,3,1,1,3,2,1,2,1,1,1,1,2,2,2,1,3,1,3,34
