,Q1A,Q6A,Q8A,Q10A,Q11A,Q12A,Q13A,Q14A,Q15A,Q16A,Q17A,Q18A,Q19A,Q22A,Q27A,Q29A,Q32A,Q33A,Q35A,Q39A,scores
294,2,2,2,1,2,1,2,3,1,1,1,1,1,2,2,2,3,1,3,2,35
295,2,2,3,2,3,3,2,3,1,2,2,2,1,2,3,3,4,2,3,3,48
296,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,80
297,2,2,3,2,2,4,2,2,2,2,2,2,1,3,2,3,2,3,2,3,46
298,2,2,2,2,3,2,2,2,1,1,1,2,1,3,2,2,3,2,2,2,39
299,3,2,3,4,3,3,3,1,4,2,4,1,1,2,2,4,2,3,2,3,52
300,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,78
301,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,2,3,57
302,3,1,2,4,4,3,4,2,2,3,4,2,1,2,4,3,2,2,2,3,53
303,3,4,3,2,3,3,3,3,2,2,3,4,2,3,4,2,1,2,2,4,55
304,3,3,3,3,3,4,3,3,2,3,3,3,2,3,3,3,3,3,3,3,59
305,2,2,3,3,2,4,2,2,1,2,4,2,2,3,2,4,1,2,1,2,46
306,3,3,3,2,3,3,3,2,3,2,2,2,3,3,3,3,3,3,2,3,54
307,2,2,3,2,3,3,3,3,1,2,3,2,1,3,3,2,3,3,2,3,49
308,1,2,3,1,2,1,2,3,1,2,1,1,1,3,2,1,2,1,1,2,33
309,3,3,3,2,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,57
310,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,3,2,26
311,1,1,1,1,2,1,3,1,1,1,2,3,1,1,2,3,1,3,2,1,32
312,2,2,3,3,2,2,3,4,1,4,3,3,3,4,4,2,4,2,4,3,58
313,3,4,2,4,4,2,4,2,2,4,3,3,4,4,4,3,3,3,2,3,63
314,3,2,4,4,4,4,4,4,1,2,4,4,4,2,3,2,2,3,1,3,60
315,2,2,2,1,2,2,3,2,2,2,2,3,1,2,2,2,2,2,2,2,40
316,2,3,3,3,3,4,4,4,4,3,4,3,3,2,3,3,3,4,3,4,65
317,2,2,1,2,2,1,2,1,1,2,2,2,1,1,2,2,1,4,2,3,36
318,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,3,2,3,3,40
319,1,1,3,1,1,1,2,4,1,1,3,3,4,3,2,2,2,1,1,3,40
320,3,4,4,3,4,4,3,4,3,3,3,4,4,3,3,4,4,3,3,4,70
321,2,2,2,2,2,2,1,2,1,1,2,2,1,3,2,2,2,2,2,2,37
322,1,1,4,4,2,1,4,1,3,4,3,1,1,2,2,1,2,3,2,2,44
323,1,2,3,4,3,4,4,2,3,4,4,1,1,3,2,2,2,3,2,3,53
324,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1,2,24
325,1,1,2,1,1,1,3,2,1,2,2,1,1,2,1,1,1,1,1,1,27
326,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,3,3,27
327,3,3,3,3,4,1,2,3,1,4,3,2,1,2,3,4,3,1,2,3,51
328,2,1,1,1,2,1,2,1,1,1,2,2,2,1,2,1,1,1,1,1,27
329,4,4,3,3,4,3,3,3,2,3,4,4,3,3,4,3,3,3,3,4,66
330,2,3,4,4,2,3,3,1,2,1,3,2,3,3,2,3,1,4,1,2,49
331,2,2,1,1,2,2,2,4,2,1,2,2,1,1,2,3,1,2,2,2,37
332,4,4,4,2,3,4,3,4,3,3,3,3,3,3,4,3,4,4,4,2,67
333,3,4,3,2,2,4,4,2,2,1,2,2,2,2,4,4,4,2,2,3,54
334,4,4,4,4,4,4,4,2,3,4,4,4,4,4,4,4,2,4,1,4,72
335,2,1,1,1,1,1,2,1,2,2,2,1,1,2,1,3,1,1,1,1,28
336,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,78
337,2,2,4,2,3,4,4,3,4,3,4,3,1,4,3,3,2,4,2,4,61
338,3,3,4,1,4,2,2,4,1,2,2,3,1,3,4,3,3,3,4,4,56
339,1,1,2,4,2,1,2,2,1,4,2,1,1,2,2,1,1,1,2,2,35
340,1,2,1,4,2,2,3,3,2,3,1,1,1,2,1,2,3,1,4,3,42
341,3,2,2,1,3,2,3,2,1,1,3,2,1,3,3,2,2,2,2,2,42
342,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,3,1,2,2,26
343,2,2,3,3,4,3,2,4,2,2,2,3,1,3,2,4,3,2,3,3,53
344,2,1,2,2,2,2,3,2,2,2,3,1,1,1,1,2,1,1,1,3,35
345,4,3,4,3,4,4,4,2,3,3,4,4,2,4,2,4,1,4,1,4,64
346,4,3,2,3,2,2,4,3,2,4,2,2,2,3,2,3,4,3,3,2,55
347,1,2,2,4,2,1,4,2,1,4,3,2,1,2,3,1,1,1,1,3,41
348,1,1,1,1,2,1,2,1,1,1,2,2,2,2,2,1,1,2,1,2,29
349,1,1,2,3,1,2,3,1,2,4,3,2,1,2,1,1,2,1,2,1,36
350,2,3,3,4,3,2,4,2,1,4,4,2,2,4,3,2,2,2,3,4,56
351,3,3,2,1,2,2,1,2,1,1,1,1,1,1,1,2,1,2,1,2,31
352,3,4,3,4,3,3,4,2,1,3,3,3,2,3,3,3,3,4,3,3,60
353,2,2,1,2,3,2,3,1,2,2,3,2,2,1,1,2,1,2,1,2,37
354,4,3,4,4,4,3,4,3,3,4,4,3,1,3,2,3,3,4,4,4,67
355,2,2,1,1,2,2,2,1,1,1,2,3,1,1,1,2,2,2,1,2,32
356,3,4,4,1,4,1,1,3,1,1,3,1,1,3,4,4,4,3,1,4,51
357,3,2,2,3,2,3,2,2,2,2,2,3,2,2,3,2,4,3,2,3,49
358,2,1,2,4,2,3,4,1,1,3,2,3,1,2,3,1,2,2,2,2,43
359,4,4,4,4,4,4,4,3,1,4,4,4,1,2,4,4,4,4,4,4,71
360,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,80
361,1,1,1,2,1,1,3,1,1,2,2,1,1,1,1,1,2,1,1,1,26
362,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,77
363,1,1,2,1,1,2,2,3,1,1,2,2,3,3,2,1,2,2,1,2,35
364,4,2,1,1,3,1,1,4,1,4,4,1,3,1,1,2,3,2,2,2,43
365,2,4,2,1,2,1,1,2,1,2,1,2,1,2,3,3,3,2,3,1,39
366,1,2,1,1,2,1,1,2,1,1,2,2,1,2,2,1,1,1,1,2,28
367,2,2,3,4,2,2,2,1,1,4,3,2,1,3,2,2,2,4,2,2,46
368,2,2,3,4,3,4,2,2,3,3,4,2,2,2,2,4,3,3,3,3,56
369,4,4,3,2,4,4,2,3,3,2,2,4,4,2,4,3,3,4,3,4,64
370,1,1,2,1,1,2,1,2,1,2,1,2,1,2,2,2,1,2,1,2,30
371,1,3,2,1,1,2,2,1,1,1,2,2,1,1,2,1,2,2,1,1,30
372,1,1,2,2,2,2,2,1,1,2,1,1,1,2,2,3,1,1,1,2,31
373,2,2,3,1,2,3,3,1,2,1,2,2,1,2,1,1,3,1,1,2,36
374,2,3,2,3,1,3,3,1,2,4,3,2,2,1,2,3,2,2,2,4,47
375,1,3,1,1,1,2,2,2,1,1,2,1,1,1,1,1,4,1,2,2,31
376,2,1,2,2,2,1,3,2,2,2,2,3,1,2,2,2,2,2,2,2,39
377,4,4,3,2,4,3,3,4,2,1,3,2,1,3,4,1,4,3,2,2,55
378,3,1,2,2,2,1,3,2,1,3,2,3,1,2,1,1,1,1,2,2,36
379,3,2,4,3,3,2,4,2,3,4,3,1,3,2,3,4,3,3,4,3,59
380,4,3,1,2,3,1,3,4,1,2,2,2,4,1,4,3,2,1,1,3,47
381,2,2,3,4,3,1,4,1,1,2,4,2,1,3,2,2,1,3,1,2,44
382,2,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,1,1,2,26
383,2,2,3,3,3,3,4,2,3,4,2,2,2,3,3,2,2,3,1,3,52
384,4,3,1,4,4,1,4,2,1,4,3,2,1,4,4,4,3,1,3,4,57
385,2,2,2,1,2,2,2,2,1,2,1,2,1,2,2,2,2,2,4,2,38
386,2,1,1,1,1,1,1,4,1,3,3,3,1,3,4,1,4,1,3,2,41
387,1,2,2,4,2,2,3,2,1,2,4,3,1,2,3,2,2,2,2,2,44
388,2,4,2,4,4,4,4,3,1,4,4,2,2,2,4,4,3,3,1,2,59
389,3,2,4,3,4,3,2,1,4,1,4,3,4,4,2,4,2,3,2,4,59
390,4,4,3,4,4,4,4,2,1,3,4,4,1,3,3,4,4,4,4,4,68
391,3,3,2,4,3,3,2,1,2,2,3,1,3,1,1,3,1,3,2,1,44
392,3,2,4,1,4,4,3,3,4,2,1,3,2,4,4,4,3,4,3,3,61
393,1,3,4,2,1,4,4,1,3,2,4,2,1,4,1,3,2,4,1,3,50
394,4,2,2,2,2,1,2,3,1,2,2,2,1,1,3,2,3,2,2,2,41
395,1,1,2,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,3,26
396,1,1,3,3,3,3,4,1,4,4,2,1,4,3,3,3,1,3,3,3,53
397,3,4,2,2,4,2,3,4,2,2,1,2,1,3,2,4,3,3,2,4,53
398,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,80
399,3,3,4,2,3,4,3,3,2,3,3,3,2,3,3,3,2,1,2,3,55
400,2,3,3,4,2,3,4,3,2,3,4,2,1,3,3,3,3,3,2,3,56
401,1,1,2,1,2,2,1,2,1,1,1,1,2,1,3,2,2,2,2,2,32
402,2,1,1,2,1,3,4,1,2,4,3,2,3,1,2,1,1,1,1,2,38
403,4,4,3,4,4,3,4,4,1,4,3,2,2,4,2,1,4,4,3,3,63
404,3,3,4,4,2,3,4,4,2,4,3,3,3,4,4,3,4,2,4,4,67
405,4,4,3,3,4,2,3,4,1,4,4,2,2,1,4,2,2,3,2,4,58
406,2,2,1,1,3,2,1,1,1,2,1,2,3,1,1,2,1,3,1,1,32
407,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,80
408,3,3,3,3,3,2,3,2,2,3,4,3,2,3,3,2,3,3,2,3,55
409,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21
410,2,1,3,3,2,2,3,1,1,3,3,3,1,2,2,1,3,3,3,3,45
411,3,4,4,1,3,4,3,3,2,1,1,4,1,4,4,4,2,4,2,4,58
412,3,2,2,4,3,1,3,2,1,4,3,2,1,1,2,3,2,1,2,3,45
413,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,58
414,1,2,3,1,1,1,2,1,3,2,2,1,1,1,2,2,2,2,2,2,34
415,2,1,1,3,1,2,2,3,1,4,2,2,3,1,3,1,3,2,3,2,42
416,2,2,3,2,2,3,2,2,1,2,3,2,3,2,2,2,2,2,2,3,44
417,3,3,3,1,2,1,3,2,2,1,1,2,1,3,1,3,2,4,4,2,44
418,3,2,2,3,4,3,2,4,4,2,2,3,3,4,4,3,4,2,4,4,62
419,3,3,4,3,3,3,4,4,1,4,3,3,2,3,3,3,2,4,2,3,60
420,2,1,1,2,1,2,4,3,2,2,4,1,1,1,1,2,2,2,2,1,37
421,1,1,2,4,3,2,3,1,1,3,4,2,1,1,2,1,1,2,1,3,39
422,4,4,4,2,3,3,3,3,2,2,2,4,2,4,4,4,3,4,2,4,63
423,3,2,3,3,3,1,4,1,1,2,3,1,1,2,3,2,2,2,3,1,43
424,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,2,1,2,1,2,26
425,1,1,2,2,2,1,3,2,2,2,1,2,1,2,3,2,2,2,2,2,37
426,4,4,4,4,4,4,4,4,2,4,4,1,4,4,4,4,4,4,4,4,75
427,2,2,3,3,2,3,3,2,2,3,3,2,1,2,3,2,2,3,2,3,48
428,2,3,3,2,3,2,2,2,1,1,2,3,4,4,3,3,2,3,2,2,49
429,3,3,3,4,3,2,4,2,1,4,3,3,1,1,3,1,1,2,1,3,48
430,2,3,2,1,3,2,1,1,2,2,2,2,3,2,3,3,3,1,1,1,40
431,2,2,1,2,2,1,2,3,1,1,1,2,1,1,2,1,2,1,2,1,31
432,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,24
433,3,1,3,4,2,2,3,3,3,3,4,2,3,3,3,2,2,1,1,3,51
434,2,4,4,4,3,4,4,3,4,3,4,1,4,4,4,4,3,4,3,4,70
435,2,3,2,1,1,1,1,1,2,2,2,1,1,4,2,1,3,3,3,2,38
436,2,1,1,3,2,2,3,3,2,4,3,2,1,2,2,1,1,3,2,1,41
437,1,2,2,2,1,1,2,2,1,2,2,1,2,1,1,1,1,1,1,2,29
438,2,2,2,1,2,1,1,3,1,2,1,1,1,2,2,1,1,1,1,2,30
439,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,36
440,3,2,4,2,1,4,2,2,1,3,1,1,3,2,1,3,3,4,1,4,47
441,2,1,3,4,2,2,4,2,1,3,4,1,1,2,3,2,1,4,1,2,45
442,2,3,3,3,2,3,3,2,4,4,4,2,3,3,1,4,1,3,2,2,54
443,3,4,1,1,4,1,2,4,1,3,1,2,4,2,1,4,3,1,3,1,46
444,4,4,4,3,4,4,3,1,1,3,3,4,1,4,3,4,3,3,3,4,63
445,3,4,4,4,3,2,4,3,1,4,3,4,1,4,4,4,2,4,3,4,65
446,4,3,1,2,4,1,2,4,1,3,1,4,1,2,4,2,3,2,3,3,50
447,2,2,2,1,1,2,1,1,2,1,1,1,1,1,2,1,1,2,1,2,28
448,2,2,2,1,2,2,2,2,1,1,1,2,3,2,2,2,2,1,2,2,36
449,3,4,3,3,4,4,2,2,4,2,3,2,4,1,3,4,3,4,2,2,59
450,1,2,3,4,3,3,4,2,1,3,3,2,1,4,2,2,3,2,2,2,49
451,3,4,3,1,3,2,3,3,3,1,2,2,3,2,3,3,2,4,1,3,51
452,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,22
453,4,4,4,2,4,4,3,3,3,2,4,4,4,4,4,4,4,3,3,4,71
454,1,4,2,4,1,1,4,2,1,3,3,2,1,2,2,1,1,2,2,2,41
455,1,4,3,4,2,2,2,1,1,1,3,3,1,2,2,3,3,2,1,1,42
456,3,3,3,3,3,3,3,4,2,2,2,3,1,3,3,3,2,2,4,4,56
457,1,1,1,4,1,1,4,1,1,4,4,1,1,1,2,1,2,1,2,1,35
458,4,4,4,4,4,4,4,4,2,4,4,1,2,4,4,4,4,4,4,4,73
459,4,4,4,4,4,4,4,3,2,4,4,3,1,4,4,4,3,4,4,4,72
460,3,2,2,1,3,1,1,3,1,1,1,3,1,1,2,1,4,1,4,4,40
461,2,4,3,4,4,1,4,2,1,4,4,1,3,2,2,3,1,1,2,1,49
462,1,3,3,3,1,1,3,3,3,1,1,3,2,1,2,1,2,1,1,2,38
463,2,2,2,2,1,1,2,2,1,2,2,1,1,2,1,1,1,1,1,2,30
464,2,1,4,2,2,3,2,2,2,1,1,3,1,3,2,3,2,3,2,2,43
465,4,4,3,3,4,2,3,4,2,3,3,4,4,3,4,4,4,2,4,4,68
466,2,2,2,2,4,4,4,1,2,4,4,4,1,2,2,4,4,2,4,2,56
467,2,3,2,1,3,4,1,3,1,1,1,3,1,4,3,3,2,3,2,3,46
468,4,3,4,3,4,3,3,2,1,2,3,2,1,1,4,1,3,2,1,2,49
469,3,3,4,4,3,2,2,3,2,2,4,4,2,3,2,3,3,3,2,3,57
470,2,2,1,1,1,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,26
471,4,4,3,4,4,4,4,4,4,2,4,3,2,3,4,4,2,2,3,4,68
472,2,2,3,1,3,3,1,2,1,1,1,3,2,1,3,3,3,2,2,2,41
473,2,3,3,2,4,4,4,3,3,2,2,2,1,3,3,4,1,4,2,3,55
474,2,2,2,2,2,2,2,2,2,3,2,2,1,3,2,2,3,2,2,2,42
475,4,4,4,1,2,1,4,4,1,4,1,1,1,4,2,1,1,4,1,1,46
476,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,1,1,2,26
477,2,1,3,2,2,4,2,1,2,2,4,2,4,3,1,4,4,3,4,2,52
478,3,2,3,3,3,3,3,3,2,3,3,3,2,3,4,3,3,2,3,3,57
479,2,2,2,4,3,2,4,2,1,3,4,2,3,2,2,2,2,2,2,3,49
480,3,3,3,2,4,1,3,2,1,1,2,2,1,2,2,4,3,3,3,2,47
481,3,2,4,2,3,3,4,4,1,4,4,3,1,3,2,3,4,3,1,2,56
482,2,2,3,1,2,2,2,3,2,2,2,1,3,2,2,2,1,1,1,2,38
483,3,2,3,2,3,3,3,2,3,2,3,2,3,3,2,3,2,2,2,2,50
484,4,4,3,3,4,3,3,3,2,3,3,3,2,4,3,4,3,4,3,3,64
485,1,1,1,2,1,1,2,2,1,1,1,1,2,1,1,1,1,1,2,2,26
486,4,3,2,2,4,3,4,4,4,3,4,4,2,4,3,4,3,3,4,4,68
487,2,2,4,3,2,2,3,4,1,2,3,2,1,2,2,2,4,1,2,2,46
488,3,3,3,3,3,2,3,3,3,2,3,4,4,3,3,3,3,3,2,3,59
489,1,1,2,3,2,1,1,2,2,1,1,1,2,2,2,2,2,2,2,3,35
490,4,4,4,4,4,4,4,4,2,4,4,2,3,4,4,4,4,3,3,4,73
491,3,3,1,3,4,3,4,1,1,2,4,2,1,1,4,3,1,3,2,4,50
492,4,4,2,2,4,3,3,3,3,2,4,4,2,2,4,4,3,3,3,3,62
493,3,4,4,3,4,4,4,4,2,4,4,4,4,3,4,4,4,4,3,4,74
494,1,1,2,1,1,2,1,1,2,1,1,2,1,2,1,2,1,2,2,2,29
495,2,2,2,1,2,2,2,2,1,1,1,3,2,2,2,2,2,2,2,2,37
496,2,2,3,1,2,4,2,2,2,1,1,2,1,2,3,2,1,4,1,2,40
497,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,24
498,2,1,2,4,3,1,4,2,1,3,4,2,1,1,3,1,2,1,2,3,43
499,2,2,1,1,3,2,3,2,1,1,3,2,2,1,2,2,3,2,3,3,41
500,1,4,2,3,2,2,4,2,1,4,3,2,2,3,2,2,4,2,3,2,50
501,4,2,2,2,4,2,4,3,2,4,2,4,2,3,3,3,2,3,3,3,57
502,3,2,2,1,3,4,3,1,2,4,2,4,1,3,3,2,3,3,3,3,52
503,1,1,1,2,1,3,2,2,1,1,2,1,1,1,2,2,2,2,1,2,31
504,2,1,2,2,2,2,2,1,1,2,2,1,1,1,1,1,2,2,2,2,32
505,3,3,2,2,3,3,2,2,1,2,4,3,2,3,2,2,3,2,3,2,49
506,4,4,2,2,4,2,4,4,1,4,4,1,4,2,4,3,4,1,4,4,62
507,3,2,2,3,2,1,3,2,2,4,2,2,4,2,2,2,3,2,3,3,49
508,2,2,2,2,3,3,2,2,1,2,2,2,2,3,2,3,2,3,2,2,44
509,1,1,1,2,1,2,2,1,1,1,1,1,2,2,1,1,3,2,2,1,29
510,2,3,4,4,4,4,4,3,1,4,4,2,1,2,4,3,3,3,2,1,58
511,2,3,2,3,4,2,2,4,1,2,3,3,1,2,3,3,3,2,3,3,51
512,3,3,2,2,3,3,3,2,2,2,2,3,1,3,2,4,2,2,2,2,48
513,1,2,3,3,3,3,2,2,3,2,2,4,4,4,1,2,1,4,2,4,52
514,1,2,1,3,2,1,2,1,1,1,3,1,1,2,1,2,1,2,1,2,31
515,2,2,2,2,2,2,2,1,1,2,2,1,1,2,2,1,2,2,1,2,34
516,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
517,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,78
518,2,2,3,3,2,2,3,2,2,3,2,2,1,3,3,2,1,2,2,2,44
519,2,1,2,4,1,1,4,4,2,4,4,4,3,2,2,2,4,2,2,2,52
520,1,1,1,1,1,1,1,1,3,1,1,3,1,2,1,1,1,1,1,1,25
521,1,2,2,1,2,1,2,1,2,1,1,2,1,2,2,2,1,1,1,2,30
522,3,4,2,4,3,4,3,2,2,4,4,4,1,2,3,2,2,2,4,4,59
523,4,4,4,4,4,4,4,4,2,4,4,4,4,4,3,4,4,4,4,4,77
524,2,3,2,3,3,4,4,3,2,2,1,2,2,1,4,4,2,3,1,3,51
525,3,2,4,4,3,3,2,3,1,2,4,4,4,4,1,2,3,3,3,2,57
526,1,2,2,2,2,4,2,4,3,4,4,4,1,2,4,3,2,3,3,2,54
527,1,2,2,3,1,2,2,3,1,3,1,2,1,2,2,2,2,2,2,1,37
528,3,2,1,1,2,2,1,2,1,1,1,1,1,1,3,2,3,3,2,2,35
529,3,3,2,3,3,1,3,3,1,3,2,3,2,3,4,2,4,4,2,4,55
530,3,3,2,4,3,2,3,2,1,2,3,2,3,3,3,2,3,2,2,2,50
531,4,3,1,4,3,4,4,2,2,2,3,2,4,2,4,2,2,3,1,4,56
532,3,3,1,4,3,2,4,1,1,4,4,3,1,3,2,2,2,1,1,3,48
533,1,2,1,3,4,1,1,3,1,1,4,1,1,1,3,2,2,2,1,3,38
534,4,4,4,3,4,3,3,2,4,3,4,3,4,4,4,3,3,3,3,4,69
535,2,2,3,3,2,4,3,3,2,3,1,2,1,3,2,2,2,3,3,2,48
536,4,1,4,4,4,4,4,4,4,4,4,1,4,4,4,4,2,4,1,4,69
537,2,2,4,3,2,3,2,4,2,2,4,3,1,2,4,1,4,4,3,3,55
538,4,4,4,4,3,4,4,1,1,4,2,4,3,3,1,4,1,4,3,4,62
539,2,3,3,3,3,3,3,2,1,3,3,2,2,3,2,3,1,2,3,2,49
540,4,4,4,4,4,4,4,4,2,4,2,3,1,4,4,4,4,4,4,2,70
541,2,3,4,3,2,3,4,2,1,4,4,3,1,2,4,2,2,1,1,3,51
542,2,2,4,2,3,3,3,2,1,4,2,3,1,3,4,4,4,4,2,3,56
543,3,3,3,2,3,2,2,4,2,3,1,3,1,2,4,3,4,2,3,3,53
544,3,2,2,2,2,1,2,1,1,4,3,2,1,1,1,1,1,1,1,1,33
545,2,2,4,1,2,3,2,4,1,3,1,3,2,4,3,3,2,4,2,3,51
546,4,2,4,4,4,4,4,4,4,4,4,4,2,3,4,3,3,4,4,4,73
547,1,2,2,1,1,1,3,2,1,3,4,2,2,1,1,1,1,3,1,1,34
548,1,2,4,3,1,2,4,3,4,3,3,1,4,2,1,3,1,4,2,4,52
549,2,2,2,1,2,1,2,2,1,1,1,2,1,2,2,1,2,1,2,2,32
550,4,4,2,4,4,4,4,3,3,3,4,2,3,3,3,3,4,2,2,2,63
551,2,3,4,1,3,3,2,4,2,1,2,1,1,3,3,3,1,2,2,3,46
552,4,4,4,4,4,1,4,4,2,4,4,2,4,2,4,4,4,4,4,4,71
553,3,1,2,2,2,2,2,1,2,2,3,1,2,1,2,3,3,2,3,2,41
554,4,2,3,2,4,2,2,4,2,3,4,3,1,2,4,1,4,2,2,3,54
555,2,1,3,3,2,2,1,3,1,2,2,1,1,2,2,2,2,3,2,3,40
556,3,4,2,2,4,3,4,2,2,2,4,2,1,1,3,2,2,2,2,3,50
557,4,4,4,4,4,4,4,2,1,4,4,4,2,3,4,4,2,4,4,4,70
558,4,4,4,4,4,3,4,4,4,3,4,3,4,3,3,4,3,4,3,3,72
559,4,3,3,3,3,2,3,2,1,4,1,2,2,2,2,3,2,1,3,2,48
560,2,1,2,4,2,2,4,2,4,3,4,2,4,1,4,3,4,2,2,1,53
561,2,3,2,4,2,3,4,1,1,3,4,3,1,2,2,2,1,1,3,3,47
562,2,2,4,4,2,2,4,2,3,3,4,2,2,2,2,3,2,4,2,3,54
563,1,1,3,1,1,1,1,1,2,1,1,2,1,2,2,1,1,1,1,2,27
564,4,1,4,4,2,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,73
565,2,1,3,2,3,2,2,1,2,3,3,2,1,1,2,3,1,1,2,1,38
566,2,3,3,3,3,2,4,3,2,4,3,3,2,2,2,3,2,3,2,3,54
567,4,4,2,4,4,4,4,4,4,4,4,3,1,2,1,4,4,4,4,4,69
568,2,1,1,4,2,2,3,1,1,1,2,1,1,1,2,2,1,1,1,1,31
569,1,2,3,3,1,1,3,1,1,3,3,1,1,1,1,1,1,1,1,1,31
570,3,4,3,3,2,3,3,4,3,3,3,1,3,2,2,2,3,1,3,3,54
571,2,2,3,4,4,2,4,2,1,4,4,3,1,2,3,4,2,2,4,4,57
572,1,1,1,2,2,2,2,2,1,4,2,2,1,1,2,2,2,2,1,1,34
573,2,1,4,4,2,4,4,2,1,4,3,1,3,4,4,1,2,4,2,3,55
574,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,78
575,3,3,3,2,3,2,3,2,3,3,3,4,2,2,3,3,3,3,3,3,56
576,3,4,4,1,4,3,3,3,1,2,4,3,2,3,3,4,4,4,2,4,61
577,2,1,3,2,1,2,1,3,3,2,1,1,1,3,1,2,1,3,1,1,35
578,2,3,2,2,4,3,3,2,1,2,3,2,4,3,4,4,3,3,3,3,56
579,2,2,3,3,2,4,3,3,2,3,3,2,4,4,3,4,4,3,3,2,59
580,3,1,4,3,4,1,4,2,2,3,4,2,1,3,2,3,4,2,4,1,53
581,2,3,3,2,2,4,1,1,2,1,2,2,2,3,2,2,1,3,1,4,43
582,4,4,4,3,4,2,4,4,3,2,3,3,1,3,4,4,3,3,2,4,64
583,4,4,4,4,4,4,4,3,4,4,4,4,1,2,4,4,4,4,4,4,74
584,4,4,4,1,4,4,4,4,3,2,4,4,2,1,4,4,4,4,4,4,69
585,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,78
586,1,1,2,3,1,2,4,3,2,2,1,2,1,4,2,2,2,1,2,2,40
587,1,2,2,1,1,3,1,3,1,1,1,2,4,2,1,2,1,2,1,1,33
588,3,3,3,2,3,3,2,4,1,2,1,3,2,4,4,2,4,4,4,4,58
589,2,2,1,2,2,2,1,2,1,2,2,2,2,1,2,1,2,2,2,2,35
590,2,3,3,1,1,4,2,3,2,1,2,2,1,2,1,4,2,4,1,4,45
591,3,2,1,3,3,1,3,3,4,4,4,2,1,1,2,1,1,1,1,1,42
592,3,3,3,2,4,2,4,4,1,4,2,4,2,3,4,2,3,1,4,2,57
593,3,2,2,2,3,2,2,2,2,2,3,2,1,2,2,2,3,1,2,1,41
594,2,2,2,1,4,2,3,4,1,1,4,2,1,2,4,2,2,2,2,2,45
595,3,3,4,4,4,4,3,1,1,2,3,3,1,3,3,4,2,4,3,3,58
596,1,1,4,1,2,1,1,3,1,1,2,2,1,4,2,2,2,3,1,2,37
597,2,1,1,1,2,1,2,1,1,1,4,1,1,1,3,1,1,1,1,1,28
598,3,3,3,4,3,2,4,2,1,4,4,2,1,2,2,3,2,2,1,3,51
599,2,1,2,2,2,2,3,2,2,3,4,3,1,4,3,1,3,3,2,2,47
600,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,22
601,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,2,2,2,2,2,28
602,2,2,4,4,2,4,4,2,2,4,4,2,3,3,2,2,2,3,2,2,55
603,2,2,3,1,2,2,3,2,1,4,2,1,1,2,3,2,2,2,1,2,40
604,2,1,2,4,2,2,4,3,2,4,4,4,2,2,3,2,2,1,2,3,51
605,2,1,2,2,2,1,1,2,1,2,1,2,1,2,2,2,2,1,2,2,33
606,2,3,4,3,4,4,4,2,2,4,4,4,2,3,2,3,1,3,2,3,59
607,4,3,1,1,4,2,3,4,1,1,3,4,1,2,4,4,3,3,4,2,54
608,2,2,2,2,2,3,3,2,1,2,3,1,2,2,2,2,2,3,1,3,42
